source_user_id,target_user_id,src_idx,tgt_idx,interaction_type,interaction_type_enc,weight,timestamp
103520,102327,3519,2326,mentions,1,0.16,2023-06-23
101885,101066,1884,1065,mentions,1,0.426,2023-09-12
106185,103475,6184,3474,follows,0,0.137,2023-01-04
103768,100345,3767,344,follows,0,0.556,2023-11-29
103340,100973,3339,972,follows,0,0.191,2023-05-22
103334,101184,3333,1183,follows,0,0.949,2023-05-26
103738,100819,3737,818,retweets,3,0.358,2023-09-10
103709,101066,3708,1065,retweets,3,0.254,2023-09-18
105359,106729,5358,6728,replies,2,0.742,2023-12-23
109546,100221,9545,220,replies,2,0.535,2023-08-13
103492,105047,3491,5046,follows,0,0.434,2023-07-22
104327,101523,4326,1522,replies,2,0.271,2023-10-18
107605,107670,7604,7669,retweets,3,0.809,2023-08-29
108134,109284,8133,9283,retweets,3,0.799,2023-04-06
107879,101803,7878,1802,follows,0,0.289,2023-05-17
106121,106741,6120,6740,follows,0,0.802,2023-12-16
109766,109587,9765,9586,replies,2,0.712,2023-11-14
100642,101677,641,1676,retweets,3,0.77,2023-01-12
104262,104914,4261,4913,replies,2,0.663,2023-03-07
103169,101153,3168,1152,follows,0,0.506,2023-06-14
100082,100748,81,747,replies,2,0.734,2023-02-02
109633,107361,9632,7360,retweets,3,0.739,2023-10-25
102248,100511,2247,510,retweets,3,0.653,2023-01-24
103945,100517,3944,516,retweets,3,0.48,2023-02-25
105855,103578,5854,3577,follows,0,0.49,2023-07-01
104478,100991,4477,990,replies,2,0.404,2023-05-21
103019,102472,3018,2471,mentions,1,0.249,2023-09-03
108416,107841,8415,7840,retweets,3,0.831,2023-08-11
100235,101360,234,1359,follows,0,0.673,2023-01-03
105897,107992,5896,7991,follows,0,0.21,2023-09-24
106124,106688,6123,6687,follows,0,0.745,2023-01-05
101135,102681,1134,2680,retweets,3,0.445,2023-02-27
105555,108237,5554,8236,retweets,3,0.866,2023-07-18
100677,104553,676,4552,retweets,3,0.438,2023-09-07
102892,101007,2891,1006,replies,2,0.876,2023-04-18
106881,109351,6880,9350,retweets,3,0.68,2023-08-13
109706,109432,9705,9431,follows,0,0.714,2023-09-17
107133,109107,7132,9106,retweets,3,0.864,2023-01-30
102275,102192,2274,2191,replies,2,0.443,2023-09-02
100604,106096,603,6095,follows,0,0.288,2023-01-11
108600,109358,8599,9357,retweets,3,0.519,2023-01-08
106886,106860,6885,6859,retweets,3,0.498,2023-03-23
109682,100037,9681,36,retweets,3,0.722,2023-11-07
100468,104830,467,4829,replies,2,0.62,2023-04-05
100212,104459,211,4458,follows,0,0.313,2023-08-06
102518,103872,2517,3871,retweets,3,0.344,2023-08-07
104915,101603,4914,1602,follows,0,0.345,2023-06-02
103662,100961,3661,960,mentions,1,0.303,2023-01-13
108970,108858,8969,8857,mentions,1,0.538,2023-04-01
109304,108148,9303,8147,retweets,3,0.467,2023-05-25
105547,105807,5546,5806,follows,0,0.879,2023-11-25
107011,106717,7010,6716,follows,0,0.567,2023-11-10
104254,102200,4253,2199,follows,0,0.143,2023-02-03
100537,104310,536,4309,follows,0,0.968,2023-06-19
103125,101744,3124,1743,follows,0,0.804,2023-11-12
108294,105740,8293,5739,replies,2,0.919,2023-07-23
108139,105449,8138,5448,replies,2,0.573,2023-10-05
103690,109585,3689,9584,follows,0,0.208,2023-07-22
109417,101655,9416,1654,retweets,3,0.779,2023-04-24
107482,107855,7481,7854,follows,0,0.861,2023-09-13
108562,108651,8561,8650,retweets,3,0.493,2023-12-10
108613,109712,8612,9711,replies,2,0.675,2023-09-03
108459,106629,8458,6628,follows,0,0.963,2023-06-17
103141,101854,3140,1853,mentions,1,0.171,2023-08-31
106650,100575,6649,574,replies,2,0.549,2023-03-26
102486,103563,2485,3562,mentions,1,0.399,2023-08-27
104950,101180,4949,1179,follows,0,0.235,2023-05-06
102700,103105,2699,3104,retweets,3,0.514,2023-03-11
100224,106028,223,6027,mentions,1,0.197,2023-02-13
104533,105822,4532,5821,retweets,3,0.342,2023-02-14
100404,105577,403,5576,follows,0,0.44,2023-05-31
103830,104881,3829,4880,follows,0,0.31,2023-11-10
105886,109938,5885,9937,retweets,3,0.708,2023-07-13
106441,108263,6440,8262,retweets,3,0.797,2023-08-08
101448,101025,1447,1024,retweets,3,0.788,2023-11-14
109833,101040,9832,1039,follows,0,0.355,2023-05-13
109909,104014,9908,4013,follows,0,0.186,2023-04-25
101348,100201,1347,200,replies,2,0.398,2023-11-21
101486,107131,1485,7130,retweets,3,0.285,2023-06-11
107986,106990,7985,6989,retweets,3,0.759,2023-01-22
104088,100098,4087,97,retweets,3,0.766,2023-07-20
100074,101804,73,1803,mentions,1,0.146,2023-01-26
102109,102554,2108,2553,follows,0,0.797,2023-03-14
103568,106939,3567,6938,retweets,3,0.18,2023-12-23
107122,106686,7121,6685,follows,0,0.824,2023-10-22
106979,100640,6978,639,retweets,3,0.862,2023-08-29
107610,103188,7609,3187,replies,2,0.48,2023-03-21
108524,105227,8523,5226,follows,0,0.827,2023-04-28
109783,108070,9782,8069,replies,2,0.698,2023-06-06
100987,100056,986,55,follows,0,0.38,2023-01-22
102121,102497,2120,2496,replies,2,0.199,2023-07-30
109437,105911,9436,5910,retweets,3,0.339,2023-05-01
109596,106832,9595,6831,follows,0,0.516,2023-02-06
101877,101519,1876,1518,follows,0,0.922,2023-01-24
109820,109498,9819,9497,mentions,1,0.652,2023-02-14
108678,107617,8677,7616,retweets,3,0.438,2023-12-30
100816,104187,815,4186,mentions,1,0.465,2023-11-26
101008,109581,1007,9580,follows,0,0.359,2023-07-29
105350,103470,5349,3469,retweets,3,0.463,2023-09-04
100435,101350,434,1349,retweets,3,0.425,2023-08-12
100162,100764,161,763,mentions,1,0.378,2023-01-07
100939,102704,938,2703,follows,0,0.872,2023-03-18
108570,108655,8569,8654,retweets,3,0.502,2023-02-11
109257,109688,9256,9687,retweets,3,0.706,2023-08-22
108104,105823,8103,5822,retweets,3,0.952,2023-10-21
106212,107184,6211,7183,replies,2,0.719,2023-03-16
102704,105595,2703,5594,follows,0,0.19,2023-09-14
109827,108767,9826,8766,follows,0,0.452,2023-08-03
103887,108318,3886,8317,replies,2,0.27,2023-09-03
103503,101684,3502,1683,mentions,1,0.55,2023-04-12
101930,101750,1929,1749,follows,0,0.125,2023-01-17
106716,107760,6715,7759,replies,2,0.564,2023-05-02
101259,106479,1258,6478,mentions,1,0.599,2023-01-11
104186,102125,4185,2124,replies,2,0.106,2023-10-04
103808,108787,3807,8786,retweets,3,0.129,2023-05-09
107910,107018,7909,7017,replies,2,0.536,2023-04-12
105038,109309,5037,9308,retweets,3,0.826,2023-07-02
102328,106894,2327,6893,retweets,3,0.355,2023-01-20
107959,108121,7958,8120,retweets,3,0.898,2023-12-17
108638,107249,8637,7248,follows,0,0.786,2023-07-25
105154,105789,5153,5788,follows,0,0.405,2023-08-21
103554,104202,3553,4201,follows,0,0.492,2023-05-06
105188,104718,5187,4717,follows,0,0.854,2024-01-01
108668,106573,8667,6572,retweets,3,0.373,2023-05-19
105662,108182,5661,8181,follows,0,0.578,2023-12-02
102122,109268,2121,9267,follows,0,0.065,2023-03-25
106590,107578,6589,7577,follows,0,0.762,2023-06-15
100266,100748,265,747,retweets,3,0.565,2023-06-19
106066,107943,6065,7942,mentions,1,0.816,2023-04-16
101978,102198,1977,2197,mentions,1,0.361,2023-03-24
105902,109015,5901,9014,follows,0,0.408,2023-02-25
101762,100241,1761,240,retweets,3,0.285,2023-11-24
106650,107334,6649,7333,retweets,3,0.814,2023-07-03
106964,102915,6963,2914,retweets,3,0.4,2023-08-09
104392,103647,4391,3646,follows,0,0.739,2023-11-08
105588,105229,5587,5228,replies,2,0.566,2023-04-08
101317,103470,1316,3469,replies,2,0.9,2023-07-14
102269,104012,2268,4011,follows,0,0.254,2023-03-26
106374,107826,6373,7825,retweets,3,0.582,2023-11-03
107725,106164,7724,6163,retweets,3,0.902,2023-05-03
102192,104703,2191,4702,mentions,1,0.228,2023-06-04
106733,107768,6732,7767,retweets,3,0.826,2023-02-26
105119,105821,5118,5820,replies,2,0.653,2023-12-22
108062,105190,8061,5189,follows,0,0.84,2023-10-24
105455,109054,5454,9053,follows,0,0.835,2023-09-12
105820,104191,5819,4190,replies,2,0.608,2023-07-26
108136,105522,8135,5521,replies,2,0.692,2023-03-25
100758,103462,757,3461,retweets,3,0.278,2023-08-21
108535,106920,8534,6919,replies,2,0.804,2023-07-16
106203,107948,6202,7947,mentions,1,0.053,2023-02-22
109324,109854,9323,9853,retweets,3,0.457,2023-11-14
106305,108568,6304,8567,follows,0,0.914,2023-10-12
103407,101307,3406,1306,follows,0,0.457,2023-05-18
100401,102285,400,2284,follows,0,0.525,2023-11-29
104183,104581,4182,4580,replies,2,0.523,2023-11-19
107078,106609,7077,6608,follows,0,0.953,2023-04-07
103116,104765,3115,4764,follows,0,0.797,2023-11-13
106298,102301,6297,2300,retweets,3,0.777,2023-05-17
101015,104514,1014,4513,mentions,1,0.503,2023-06-28
107190,108383,7189,8382,retweets,3,0.585,2023-04-11
108860,107451,8859,7450,follows,0,0.314,2023-10-05
107053,101689,7052,1688,mentions,1,0.497,2023-01-27
108276,103433,8275,3432,retweets,3,0.343,2023-11-28
101969,104048,1968,4047,follows,0,0.455,2023-09-30
101665,104801,1664,4800,follows,0,0.493,2023-11-19
106544,108175,6543,8174,retweets,3,0.96,2023-12-05
104315,100581,4314,580,retweets,3,0.277,2023-01-02
108880,105303,8879,5302,replies,2,0.235,2023-11-02
109026,106073,9025,6072,retweets,3,0.763,2023-10-03
108618,109490,8617,9489,follows,0,0.615,2023-12-22
100504,108681,503,8680,follows,0,0.214,2023-03-14
104141,101456,4140,1455,replies,2,0.747,2023-08-02
102695,101522,2694,1521,replies,2,0.375,2023-09-13
102071,102256,2070,2255,follows,0,0.373,2023-04-07
107465,106476,7464,6475,retweets,3,0.543,2023-07-26
101690,103496,1689,3495,replies,2,0.678,2023-05-11
109652,106631,9651,6630,follows,0,0.607,2023-04-29
102506,104709,2505,4708,follows,0,0.887,2023-10-23
102583,101273,2582,1272,retweets,3,0.296,2023-01-11
101091,101238,1090,1237,mentions,1,0.167,2023-07-08
100731,109405,730,9404,mentions,1,0.078,2023-08-30
108678,108535,8677,8534,follows,0,0.887,2023-04-28
109678,108237,9677,8236,mentions,1,0.604,2023-10-11
103263,103052,3262,3051,mentions,1,0.643,2023-12-29
108470,100172,8469,171,follows,0,0.469,2023-03-19
109251,108012,9250,8011,follows,0,0.596,2023-11-28
105052,109365,5051,9364,follows,0,0.599,2023-02-11
103012,101225,3011,1224,mentions,1,0.378,2023-03-11
102968,101461,2967,1460,follows,0,0.22,2023-07-04
107116,109651,7115,9650,replies,2,0.144,2023-04-21
106288,101259,6287,1258,replies,2,0.225,2023-09-01
109640,108818,9639,8817,replies,2,0.567,2023-09-09
102002,102773,2001,2772,follows,0,0.306,2023-10-15
104958,100865,4957,864,mentions,1,0.623,2023-06-19
104858,101603,4857,1602,replies,2,0.399,2023-12-23
106030,105111,6029,5110,follows,0,0.611,2023-12-28
101733,103392,1732,3391,follows,0,0.673,2023-11-23
109798,106762,9797,6761,follows,0,0.734,2023-02-24
107290,106450,7289,6449,retweets,3,0.633,2023-01-20
100905,102837,904,2836,follows,0,0.305,2023-12-26
105237,107088,5236,7087,replies,2,0.798,2023-05-06
102585,107888,2584,7887,follows,0,0.272,2023-11-05
103993,103677,3992,3676,follows,0,0.604,2023-02-28
109642,108797,9641,8796,replies,2,0.583,2023-09-04
109714,109618,9713,9617,follows,0,0.852,2023-10-29
108986,106225,8985,6224,follows,0,0.733,2023-01-29
107156,109042,7155,9041,retweets,3,0.463,2023-08-20
104448,100953,4447,952,replies,2,0.902,2023-11-08
102984,101092,2983,1091,retweets,3,0.521,2023-06-05
109482,109524,9481,9523,retweets,3,0.638,2023-12-06
104408,100408,4407,407,follows,0,0.458,2023-12-17
101361,104699,1360,4698,follows,0,0.272,2023-02-24
101717,103525,1716,3524,follows,0,0.691,2023-11-26
109737,108868,9736,8867,retweets,3,0.404,2023-02-08
102952,101333,2951,1332,replies,2,0.327,2023-08-08
108450,105981,8449,5980,retweets,3,0.775,2023-08-21
104136,101657,4135,1656,mentions,1,0.046,2023-07-06
103732,108608,3731,8607,retweets,3,0.297,2023-08-08
100631,101329,630,1328,mentions,1,0.629,2023-09-21
109789,109587,9788,9586,mentions,1,0.752,2023-09-08
103219,102185,3218,2184,follows,0,0.351,2023-01-24
103129,100651,3128,650,follows,0,0.146,2023-04-15
107517,101258,7516,1257,follows,0,0.722,2023-12-18
107094,105232,7093,5231,follows,0,0.529,2023-10-02
104677,101670,4676,1669,follows,0,0.655,2023-06-04
105047,108351,5046,8350,follows,0,0.506,2023-01-17
104350,102017,4349,2016,replies,2,0.754,2023-02-16
103245,104980,3244,4979,follows,0,0.457,2023-05-05
104264,104729,4263,4728,replies,2,0.146,2023-05-18
109893,109637,9892,9636,replies,2,0.728,2023-08-04
105728,109495,5727,9494,retweets,3,0.696,2023-09-19
104366,107652,4365,7651,follows,0,0.66,2023-11-23
101400,100870,1399,869,replies,2,0.725,2023-09-18
101727,100570,1726,569,follows,0,0.711,2023-12-20
103969,104197,3968,4196,replies,2,0.752,2023-11-05
103343,101504,3342,1503,follows,0,0.58,2023-10-21
102788,100615,2787,614,replies,2,0.347,2023-04-27
107982,108468,7981,8467,retweets,3,0.598,2023-08-05
101614,103562,1613,3561,follows,0,0.444,2023-12-19
109096,105751,9095,5750,replies,2,0.862,2023-06-16
104088,100722,4087,721,replies,2,0.712,2023-10-08
100306,101841,305,1840,mentions,1,0.336,2023-06-08
105611,106468,5610,6467,retweets,3,0.179,2023-03-10
101131,103914,1130,3913,follows,0,0.538,2023-08-06
108330,102663,8329,2662,replies,2,0.089,2023-11-21
106605,107048,6604,7047,follows,0,0.615,2023-05-03
100109,105324,108,5323,follows,0,0.637,2023-04-10
101166,101672,1165,1671,follows,0,0.507,2023-12-18
109863,106101,9862,6100,follows,0,0.338,2023-01-23
102980,106686,2979,6685,follows,0,0.129,2023-09-02
106952,108261,6951,8260,replies,2,0.637,2023-07-30
107695,107634,7694,7633,mentions,1,0.677,2023-06-02
104675,107657,4674,7656,replies,2,0.334,2023-04-10
103437,105937,3436,5936,retweets,3,0.386,2023-05-11
100770,103776,769,3775,retweets,3,0.636,2023-12-22
109083,108007,9082,8006,retweets,3,0.663,2023-02-02
108830,108130,8829,8129,mentions,1,0.349,2023-11-16
104934,101950,4933,1949,replies,2,0.367,2023-12-25
101599,104449,1598,4448,follows,0,0.469,2023-08-24
108680,102124,8679,2123,mentions,1,0.357,2023-08-10
105188,109900,5187,9899,replies,2,0.199,2023-01-18
102107,107333,2106,7332,follows,0,0.67,2023-11-04
102147,104634,2146,4633,retweets,3,0.5,2023-08-31
104400,101061,4399,1060,follows,0,0.147,2023-12-23
101429,102630,1428,2629,mentions,1,0.793,2023-06-24
102135,101026,2134,1025,retweets,3,0.332,2023-07-10
105066,106872,5065,6871,replies,2,0.858,2023-09-10
102402,101696,2401,1695,follows,0,0.096,2023-04-12
109397,108375,9396,8374,retweets,3,0.616,2023-10-20
106493,105273,6492,5272,follows,0,0.742,2023-08-09
103793,101745,3792,1744,follows,0,0.872,2023-06-11
102792,104565,2791,4564,follows,0,0.468,2023-01-23
105951,106539,5950,6538,retweets,3,0.599,2023-06-29
109438,108874,9437,8873,retweets,3,0.346,2023-07-01
101652,102664,1651,2663,follows,0,0.489,2023-03-14
105141,107232,5140,7231,follows,0,0.173,2023-12-05
104084,101682,4083,1681,follows,0,0.747,2023-04-21
100535,103867,534,3866,replies,2,0.403,2023-12-21
102876,102576,2875,2575,mentions,1,0.086,2023-11-16
104497,100552,4496,551,follows,0,0.38,2023-12-02
101116,100233,1115,232,follows,0,0.794,2023-11-02
105487,108050,5486,8049,follows,0,0.318,2023-08-07
103691,104575,3690,4574,follows,0,0.41,2023-10-15
108705,105824,8704,5823,follows,0,0.693,2023-06-17
107627,107406,7626,7405,follows,0,0.857,2023-08-17
102307,102391,2306,2390,replies,2,0.903,2023-08-12
106345,102618,6344,2617,replies,2,0.399,2023-09-02
108583,100216,8582,215,mentions,1,0.694,2023-09-06
103329,104337,3328,4336,follows,0,0.356,2023-03-12
100630,109272,629,9271,retweets,3,0.18,2023-09-02
107397,107527,7396,7526,retweets,3,0.909,2023-10-28
102453,103589,2452,3588,retweets,3,0.471,2023-07-06
106983,105980,6982,5979,follows,0,0.553,2023-04-09
104477,100918,4476,917,mentions,1,0.578,2023-01-02
103402,106793,3401,6792,replies,2,0.692,2023-11-08
103729,101926,3728,1925,follows,0,0.257,2023-01-27
101307,100889,1306,888,retweets,3,0.738,2023-02-26
109602,109754,9601,9753,replies,2,0.708,2023-07-06
100310,103807,309,3806,replies,2,0.57,2023-04-25
103068,101509,3067,1508,follows,0,0.268,2023-09-14
108590,108632,8589,8631,mentions,1,0.835,2023-03-25
104592,104666,4591,4665,follows,0,0.51,2023-08-31
103056,100642,3055,641,follows,0,0.409,2023-08-27
109846,105936,9845,5935,replies,2,0.656,2023-04-25
102603,103259,2602,3258,follows,0,0.57,2023-11-18
107701,102495,7700,2494,mentions,1,0.232,2023-01-04
104818,100379,4817,378,mentions,1,0.612,2023-03-07
105224,108482,5223,8481,retweets,3,0.8,2023-07-08
102231,104620,2230,4619,replies,2,0.389,2023-12-12
104827,101961,4826,1960,replies,2,0.508,2023-06-08
102894,101122,2893,1121,replies,2,0.541,2023-11-12
100147,103514,146,3513,retweets,3,0.324,2023-03-10
106241,106940,6240,6939,replies,2,0.254,2023-06-26
101475,107197,1474,7196,follows,0,0.763,2023-12-10
105810,100081,5809,80,replies,2,0.071,2023-12-09
103516,104657,3515,4656,mentions,1,0.807,2023-05-16
103844,102310,3843,2309,follows,0,0.229,2023-12-03
100038,109242,37,9241,follows,0,0.341,2023-10-27
100979,100182,978,181,mentions,1,0.904,2023-12-03
101956,101644,1955,1643,follows,0,0.542,2023-11-23
106716,106955,6715,6954,retweets,3,0.836,2023-08-29
105883,107334,5882,7333,retweets,3,0.948,2023-05-27
108796,108899,8795,8898,retweets,3,0.326,2023-10-04
107906,107445,7905,7444,follows,0,0.919,2023-11-09
103119,100787,3118,786,follows,0,0.683,2023-12-18
102528,100776,2527,775,follows,0,0.052,2023-06-23
108708,107302,8707,7301,mentions,1,0.619,2023-11-21
109420,106368,9419,6367,retweets,3,0.414,2023-07-17
109410,100058,9409,57,follows,0,0.356,2023-03-26
109953,105221,9952,5220,follows,0,0.706,2024-01-01
106418,105306,6417,5305,follows,0,0.077,2023-05-24
104654,104976,4653,4975,follows,0,0.372,2023-02-13
101316,104297,1315,4296,retweets,3,0.651,2023-04-11
107143,102952,7142,2951,follows,0,0.969,2023-02-25
104450,103870,4449,3869,follows,0,0.51,2023-04-20
102090,102936,2089,2935,retweets,3,0.22,2023-02-04
102755,103437,2754,3436,replies,2,0.67,2023-10-05
103000,104293,2999,4292,replies,2,0.553,2023-12-18
100456,102861,455,2860,follows,0,0.305,2023-10-10
101981,101159,1980,1158,retweets,3,0.361,2023-10-19
109875,108951,9874,8950,mentions,1,0.513,2023-08-15
100551,104769,550,4768,retweets,3,0.595,2023-07-25
107558,103547,7557,3546,retweets,3,0.462,2023-05-17
106388,101281,6387,1280,retweets,3,0.487,2023-08-25
107719,108437,7718,8436,replies,2,0.398,2023-10-02
101593,106662,1592,6661,replies,2,0.462,2023-07-29
106681,108205,6680,8204,replies,2,0.755,2023-01-16
109118,108569,9117,8568,replies,2,0.347,2023-09-25
103234,104527,3233,4526,retweets,3,0.294,2023-09-11
101252,100517,1251,516,mentions,1,0.352,2023-04-29
108278,107685,8277,7684,follows,0,0.7,2023-07-26
102589,109197,2588,9196,retweets,3,0.389,2023-04-12
104039,102996,4038,2995,mentions,1,0.613,2023-09-25
105208,108188,5207,8187,follows,0,0.814,2023-04-08
105549,100550,5548,549,retweets,3,0.903,2023-08-15
101949,102098,1948,2097,follows,0,0.78,2023-10-19
100326,100562,325,561,follows,0,0.577,2023-10-18
101658,100035,1657,34,retweets,3,0.476,2023-07-31
103631,108286,3630,8285,follows,0,0.693,2023-08-08
108221,105047,8220,5046,mentions,1,0.458,2023-10-13
109692,106864,9691,6863,mentions,1,0.779,2023-03-20
104486,104718,4485,4717,follows,0,0.773,2023-01-29
108803,105128,8802,5127,follows,0,0.36,2023-08-16
106659,107221,6658,7220,replies,2,0.931,2023-07-19
108844,108789,8843,8788,follows,0,0.765,2023-05-09
102921,101732,2920,1731,follows,0,0.093,2023-03-15
103036,103012,3035,3011,follows,0,0.391,2023-11-18
