tweet_id,user_id,text,timestamp,retweet_count,like_count,reply_count,has_url,has_hashtag,is_retweet,account_type
1007458873554,105554,AMAZING DEAL! Get AirPods for FREE! Click here: https://earn.money/now #ad #free #win #bitcoin #followback,2023-12-07 02:13:00,4,1,0,1,1,0,bot
1034358809497,105032,Hot stock tip: AMC is about to explode! http://click.here/now #stocks #investing,2023-12-30 18:17:00,0,0,0,1,1,0,bot
1077063601957,105588,Sign up now and get iPhone completely FREE! Limited offer: https://tinyurl.com/abc123,2023-12-04 14:40:00,15,361,2,1,0,0,bot
1096278637037,108049,FREE MacBook -- just complete this survey: http://bit.ly/xz9f2 #free #win #giveaway #money,2023-12-13 05:36:00,7,2,1,1,1,0,bot
1068590790734,106869,Get more followers instantly! Click here: https://earn.money/now #socialmedia #growth,2023-12-01 04:54:00,0,26,0,1,1,0,bot
1046543885531,105057,Buy followers cheap and fast! Best prices guaranteed! https://tinyurl.com/abc123 #followers,2023-12-02 05:56:00,0,38,1,1,1,0,bot
1042927234129,103892,Reading 'Dune' right now. Highly recommend it to anyone into social media. #reading #books,2021-02-09 00:00:00,0,39,0,0,1,0,human
1089406229552,109663,AOC exposed! The truth finally comes out: http://bit.ly/xz9f2 #exposed #important #politics,2023-11-28 11:00:00,2,1,1,1,1,0,suspicious
1034915813839,105026,Check out this incredible opportunity! http://click.here/now #money #crypto #investment #free #subscribe,2023-12-25 14:51:00,1,7,0,1,1,0,bot
1049504170145,109929,New research shows The government is hiding the truth. Full details: https://tinyurl.com/abc123 #news #movement,2023-10-24 18:00:00,0,1,12,1,1,0,suspicious
1072237693989,108920,Just shared this with everyone I know. You should too: https://tinyurl.com/abc123 #movement #share,2023-12-01 06:00:00,0,0,3,1,1,0,suspicious
1061409547447,105464,The truth about tech they don't want you to know: https://tinyurl.com/abc123 #truth #exposed,2023-12-20 09:44:00,0,3,2,1,1,0,bot
1081623210252,109040,This deserves more attention: http://click.here/now #trending #important,2023-11-01 22:00:00,7,88,3,1,1,0,suspicious
1004607990757,109264,They're trying to silence voices like ours. Share this: https://earn.money/now #breaking #together,2023-10-30 17:00:00,3,4,0,1,1,0,suspicious
1029884013728,106217,RT if you agree: They control the media! #politics #truth #win,2023-12-22 10:23:00,11,21,0,0,1,1,bot
1038034792014,102241,The new album by Dua Lipa is everything I needed today. #sunset,2021-10-26 00:00:00,0,0,5,0,1,0,human
1081516351582,101862,Just had the best coffee - starting my day right! #reading #life #coffee,2021-03-03 00:00:00,0,19,0,0,1,0,human
1098087613801,109012,Join thousands already making a difference. Sign the petition: https://tinyurl.com/abc123 #resist #politics #exposed,2023-09-29 14:00:00,0,0,0,1,1,0,suspicious
1014721338112,101737,Just had the best coffee - starting my day right! #friends,2021-06-03 00:00:00,1,5,3,0,1,0,human
1079675854009,109040,Did you see what Musk just said about social media? Outrageous! http://click.here/now #urgent #fight #freedom,2023-11-03 00:00:00,3,0,1,1,1,0,suspicious
1085212672369,103215,Just had the best coffee - starting my day right! #motivation,2017-11-23 00:00:00,7,3,3,0,1,0,human
1003706052470,109531,People are waking up to the truth about tech. Share widely. #exposed #movement,2023-12-30 19:00:00,0,89,4,0,1,0,suspicious
1046314539544,105536,FREE iPhone -- just complete this survey: http://bit.ly/xz9f2 #free #win #giveaway,2023-12-24 04:59:00,5,2,1,1,1,0,bot
1044129585595,101623,Just rescued a puppy -- meet my new best friend!,2018-01-28 00:00:00,4,0,0,0,0,0,human
1082961176030,108559,Our community is growing! Join us: http://click.here/now #community #movement #together,2023-10-28 14:00:00,3,110,1,1,1,0,suspicious
1088062142815,109356,Something big is happening with education and nobody is talking about it.,2023-10-17 16:00:00,1,0,2,0,0,0,suspicious
1061631646481,109581,New research shows The government is hiding the truth. Full details: http://bit.ly/xz9f2 #news #news,2023-11-11 00:00:00,1,8,3,1,1,0,suspicious
1057475443176,100636,Anyone else think misinformation is getting out of hand lately? #grateful #travel,2023-10-19 00:00:00,5,0,2,0,1,0,human
1080216091226,104064,Just had the best coffee - starting my day right! #family,2022-01-05 00:00:00,0,31,0,0,1,0,human
1069688171211,108722,Support our movement! Every RT counts! http://click.here/now #together #fight #truth,2023-12-07 01:00:00,2,0,1,1,1,0,suspicious
1099651164455,106445,Join our network and earn passive income! https://earn.money/now #mlm #business #success,2023-12-16 14:23:00,2,47,1,1,1,0,bot
1019541347077,102771,Just rescued a puppy -- meet my new best friend!,2021-02-06 00:00:00,0,6,5,0,0,0,human
1016236204933,106849,Follow me and I'll follow back! 100% guaranteed! #followback #follow #fff #viral #money,2023-12-09 01:38:00,2,9,0,0,1,0,bot
1068296242922,107315,Buy followers cheap and fast! Best prices guaranteed! http://bit.ly/xz9f2 #followers #bitcoin,2023-12-11 14:06:00,2,2,1,1,1,0,bot
1042279879768,103510,Just had the best coffee - starting my day right! #life,2020-06-14 00:00:00,4,3,2,0,1,0,human
1013575488971,107695,RT to win a FREE iPhone 15! Must follow! Limited time! https://earn.money/now #income,2023-12-21 19:43:00,3,0,0,1,1,1,bot
1022982562462,101318,"Just donated to Red Cross -- if you can, please do too. Every little helps.",2020-09-06 00:00:00,0,3,8,0,0,0,human
1083289588381,103586,Good morning everyone! Hope you all have a productive and positive day. #motivation #sunset,2022-11-23 00:00:00,1,6,0,0,1,0,human
1003397655892,105417,Double your investment in 30 days! Guaranteed! http://click.here/now #crypto #money #trending,2023-12-01 16:58:00,1,132,1,1,1,0,bot
1080296372286,109421,Just shared this with everyone I know. You should too: https://tinyurl.com/abc123 #truth #breaking #together,2023-10-29 16:00:00,1,14,4,1,1,0,suspicious
1080813116011,102390,Finally finished that project I've been working on for weeks. So relieved! #morning #weekend,2019-11-19 00:00:00,11,2,1,0,1,0,human
1047943425848,108571,Something big is happening with privacy and nobody is talking about it. #truth,2023-10-01 15:00:00,3,2,0,0,1,0,suspicious
1010242625266,101990,Cooking dinner -- trying that new curry recipe I found last week.,2019-05-06 00:00:00,2,2,1,0,0,0,human
1012862033953,106940,Like this tweet if you support animal rights! RT to spread the word!,2023-12-21 12:00:00,0,9,4,0,0,0,bot
1041371042392,107534,RT to win a FREE iPhone 15! Must follow! Limited time! http://bit.ly/xz9f2,2023-12-11 21:32:00,12,0,0,1,0,1,bot
1011634807553,101493,Weekend trip to New York was amazing! Would definitely go back. #workout #friends #coffee,2021-03-22 00:00:00,1,2,1,0,1,0,human
1024705300481,100875,Anyone else think healthcare is getting out of hand lately? #happy #grateful,2023-03-13 00:00:00,0,2,1,0,1,0,human
1070100983118,107555,The mainstream media won't report this: http://bit.ly/xz9f2 #exposing #truth #followback #bitcoin #money,2023-12-22 18:48:00,0,4,3,1,1,0,bot
1078663192212,104393,Weekend trip to Paris was amazing! Would definitely go back. #travel #weekend,2019-07-02 00:00:00,23,0,1,0,1,0,human
1051647442820,108535,Important message about crypto -- please share widely: http://bit.ly/xz9f2 #movement,2023-12-25 20:00:00,1,0,0,1,1,0,suspicious
1009726743973,108324,I just earned $500 today working from home! You can too! http://bit.ly/xz9f2,2023-12-31 20:32:00,0,2,1,1,0,0,bot
1086284337945,100972,Happy birthday to my best friend! You deserve the world. #grateful #weekend,2022-04-23 00:00:00,1,13,0,0,1,0,human
1067083634789,101365,The sunset today was absolutely stunning #nature #photography #morning,2023-05-30 00:00:00,1,11,6,0,1,0,human
1027187909917,109735,Musk exposed! The truth finally comes out: https://earn.money/now #exposed #share,2023-11-01 22:00:00,0,29,1,1,1,0,suspicious
1096972993086,106449,Follow me and I'll follow back! 100% guaranteed! #followback #follow #fff #follow #limitedtime,2023-12-19 14:48:00,2,0,6,0,1,0,bot
1062076245570,103611,Starting a new habit: journaling every morning. Day 1 done.,2019-11-08 00:00:00,0,10,0,0,0,0,human
1059976656455,102411,Just got back from a run. 5km done! Feeling great. #morning,2018-12-01 00:00:00,0,2,2,0,1,0,human
1050722056733,105888,VOTE for our leader! Share this with everyone you know! #vote #election #followback #subscribe,2023-12-02 04:43:00,3,44,0,0,1,0,bot
1084703338161,105858,The truth about AI they don't want you to know: https://earn.money/now #truth #exposed,2023-12-14 18:15:00,0,0,2,1,1,0,bot
1073399067938,104110,Movie night with the family -- watching Oppenheimer for the 3rd time haha #photography,2018-10-13 00:00:00,1,12,1,0,1,0,human
1030308890457,101728,Just got back from a run. 5km done! Feeling great. #sunset #cooking #food,2023-04-24 00:00:00,0,26,4,0,1,0,human
1085806610795,106064,Cryptocurrency tip: Ethereum will moon soon! Invest now! http://bit.ly/xz9f2 #crypto,2023-12-30 20:01:00,1,2,2,1,1,0,bot
1046573909603,107847,Follow me and I'll follow back! 100% guaranteed! #followback #follow #fff #free #income #follow,2023-12-31 09:13:00,0,0,5,0,1,0,bot
1058212965677,109201,Interesting perspective on climate change. Worth considering: https://earn.money/now #censored #movement,2023-11-11 14:00:00,2,14,1,1,1,0,suspicious
1041351825791,108115,Get more followers instantly! Click here: http://bit.ly/xz9f2 #socialmedia #growth #viral #giveaway,2023-12-05 04:08:00,6,1,5,1,1,0,bot
1093111181528,100368,Local elections tomorrow -- don't forget to vote! Your voice matters. #coffee,2022-02-11 00:00:00,4,13,0,0,1,0,human
1029567757698,107807,I just earned $500 today working from home! You can too! http://click.here/now #subscribe,2023-12-01 04:21:00,0,6,0,1,1,0,bot
1097147065954,105653,100 people are making money with this secret: http://bit.ly/xz9f2 #wealth #rich #limitedtime #followback,2023-12-16 11:26:00,4,3,28,1,1,0,bot
1090297308982,106109,100 people are making money with this secret: https://tinyurl.com/abc123 #wealth #rich #deal #bitcoin #free,2023-12-31 08:59:00,16,0,1,1,1,0,bot
1084446898509,106008,100 people are making money with this secret: https://earn.money/now #wealth #rich #viral,2023-12-01 00:44:00,1,20,38,1,1,0,bot
1099858809213,104541,Starting a new habit: journaling every morning. Day 1 done. #photography #friends,2021-07-15 00:00:00,2,5,7,0,1,0,human
1042078197838,101274,"Just donated to Red Cross -- if you can, please do too. Every little helps. #life #motivation",2021-11-12 00:00:00,1,6,1,0,1,0,human
1077009899694,100559,Movie night with the family -- watching Interstellar for the 3rd time haha,2019-03-01 00:00:00,0,0,0,0,0,0,human
1063188311370,103705,"Can't believe what happened today at work. Monday, am I right? #motivation",2022-07-19 00:00:00,1,15,15,0,1,0,human
1053261655194,105529,Like and retweet for a chance to WIN $1000! Follow us first! #giveaway #investment #giveaway #viral,2023-12-15 23:29:00,5,10,5,0,1,0,bot
1042957931855,105344,Follow me and I'll follow back! 100% guaranteed! #followback #follow #fff #trending #investment,2023-12-30 05:48:00,13,0,1,0,1,0,bot
1064398128308,107320,Sign up now and get MacBook completely FREE! Limited offer: https://tinyurl.com/abc123 #limitedtime #deal,2023-12-18 17:04:00,0,103,0,1,1,0,bot
1023668374379,108236,RT to win a FREE iPhone 15! Must follow! Limited time! http://bit.ly/xz9f2 #trending #offer,2023-12-24 16:00:00,3,1,3,1,1,1,bot
1015814266732,109744,Something big is happening with social media and nobody is talking about it.,2023-12-23 06:00:00,1,63,3,0,0,0,suspicious
1087692175959,101458,My thoughts on the latest AI news: really complicated situation. #food,2020-03-25 00:00:00,0,3,0,0,1,0,human
1032641981153,105311,Get more followers instantly! Click here: https://earn.money/now #socialmedia #growth #follow #giveaway,2023-12-11 11:32:00,2,3,1,1,1,0,bot
1069279934605,108860,They're trying to silence voices like ours. Share this: http://bit.ly/xz9f2,2023-10-18 05:00:00,1,1,1,1,0,0,suspicious
1061599273271,106052,Buy followers cheap and fast! Best prices guaranteed! http://click.here/now #followers,2023-12-30 00:13:00,2,0,0,1,1,0,bot
1049188251425,101176,Question for my followers: what's your go-to productivity hack? #travel,2021-04-08 00:00:00,21,1,1,0,1,0,human
1097466192175,102774,Movie night with the family -- watching Interstellar for the 3rd time haha #workout #life,2022-10-02 00:00:00,1,4,0,0,1,0,human
1055934698632,109388,Join thousands already making a difference. Sign the petition: https://tinyurl.com/abc123 #exposed,2023-11-19 03:00:00,0,19,1,1,1,0,suspicious
1045384814956,105924,Solana to the moon! Buy before it's too late! http://bit.ly/xz9f2,2023-12-21 14:30:00,6,1,4,1,0,0,bot
1052831252173,105313,Sign up now and get iPhone completely FREE! Limited offer: http://bit.ly/xz9f2 #limitedtime,2023-12-21 21:22:00,0,5,2,1,1,0,bot
1052783687623,101704,"Can't believe what happened today at work. Monday, am I right? #food",2022-07-15 00:00:00,0,0,8,0,1,0,human
1012941747722,100902,Just rescued a puppy -- meet my new best friend! #friends,2023-05-09 00:00:00,1,1,3,0,1,0,human
1063213410954,102805,Finally trying meditation. Five minutes in and my mind is already racing. #books #reading #sunset,2022-12-16 00:00:00,7,29,1,0,1,0,human
1069245157678,101621,My thoughts on the latest crypto news: really complicated situation.,2019-08-29 00:00:00,0,0,0,0,0,0,human
1097468897933,101365,The new album by The Weeknd is everything I needed today. #coffee,2022-02-16 00:00:00,14,52,10,0,1,0,human
1069030214415,105514,Cryptocurrency tip: Dogecoin will moon soon! Invest now! http://bit.ly/xz9f2,2023-12-28 17:06:00,2,1,1,1,0,0,bot
1064861123138,108614,The globalist agenda is clear. We must act now. #politics #action #urgent,2023-12-13 20:00:00,0,9,0,0,1,0,suspicious
1077831849945,104085,"Just donated to UNICEF -- if you can, please do too. Every little helps.",2018-04-25 00:00:00,1,14,0,0,0,0,human
1022257389513,108300,New video just dropped! Don't miss it! https://tinyurl.com/abc123 #subscribe #youtube,2023-12-31 13:37:00,4,27,0,1,1,0,bot
1086489425589,106371,RT if you agree: The government is hiding the truth! #politics #truth,2023-12-05 18:31:00,2,0,2,0,1,1,bot
1001356548605,109585,Just shared this with everyone I know. You should too: http://bit.ly/xz9f2 #important,2023-12-21 23:00:00,3,1,1,1,1,0,suspicious
1009322587483,108399,Follow me and I'll follow back! 100% guaranteed! #followback #follow #fff #money #bitcoin #giveaway,2023-12-02 18:05:00,0,4,0,0,1,0,bot
1080871471328,107317,Follow me and I'll follow back! 100% guaranteed! #followback #follow #fff #followback #investment,2023-12-09 10:37:00,2,33,2,0,1,0,bot
1060371094424,108438,Cryptocurrency tip: Bitcoin will moon soon! Invest now! https://tinyurl.com/abc123 #offer #follow #free,2023-12-31 02:29:00,14,111,0,1,1,0,bot
1042510626522,109819,They're trying to silence voices like ours. Share this: https://earn.money/now #urgent #fight,2023-10-15 22:00:00,0,1,14,1,1,0,suspicious
1024151930707,103283,Cooking dinner -- trying that new salad recipe I found last week. #sunset #coffee,2022-10-27 00:00:00,1,0,0,0,1,0,human
1056098737939,106958,RT if you agree: They control the media! #politics #truth #deal,2023-12-02 21:10:00,1,24,1,0,1,1,bot
1073991400514,106955,Amazing skin care results in 7 days! http://bit.ly/xz9f2 #beauty #skincare #results #follow,2023-12-29 11:43:00,1,1,6,1,1,0,bot
1028604123138,104482,Starting a new habit: journaling every morning. Day 1 done.,2021-12-11 00:00:00,0,14,0,0,0,0,human
1078804215199,105901,Get more followers instantly! Click here: http://click.here/now #socialmedia #growth,2023-12-31 16:52:00,10,0,0,1,1,0,bot
1077639180478,103214,Anyone else think education is getting out of hand lately? #life,2018-12-23 00:00:00,1,14,0,0,1,0,human
1089954857102,107217,Like this tweet if you support animal rights! RT to spread the word! #income,2023-12-30 23:19:00,1,0,2,0,1,0,bot
1052351222740,107885,100 people are making money with this secret: https://tinyurl.com/abc123 #wealth #rich,2023-12-31 13:55:00,1,67,1,1,1,0,bot
1046164883792,105168,SHARE THIS NOW before it gets deleted! https://earn.money/now #censored #truth #banned,2023-12-26 17:16:00,0,2,4,1,1,0,bot
1072873914129,106646,Double your investment in 30 days! Guaranteed! http://bit.ly/xz9f2 #crypto #money,2023-12-31 05:15:00,2,49,0,1,1,0,bot
1017784680964,108105,SHARE THIS NOW before it gets deleted! https://earn.money/now #censored #truth #banned #deal #followback,2023-12-01 18:00:00,7,2,1,1,1,0,bot
1029844308194,105912,RT to win a FREE iPhone 15! Must follow! Limited time! https://tinyurl.com/abc123,2023-12-17 08:03:00,4,0,2,1,0,1,bot
1077854489143,102439,Happy birthday to my best friend! You deserve the world.,2021-03-05 00:00:00,20,12,1,0,0,0,human
1027674345182,109480,Important message about social media -- please share widely: http://click.here/now #resist #news #censored,2023-11-09 01:00:00,2,84,0,1,1,0,suspicious
1050223456165,107257,Amazing skin care results in 7 days! http://bit.ly/xz9f2 #beauty #skincare #results #viral #fff #offer,2023-12-30 19:19:00,0,3,2,1,1,0,bot
1088264785637,106223,The truth about crypto they don't want you to know: http://click.here/now #truth #exposed,2023-12-21 04:20:00,3,6,17,1,1,0,bot
1059720621838,108311,VOTE for Candidate A! Share this with everyone you know! #vote #election #investment,2023-12-31 06:27:00,10,13,1,0,1,0,bot
1016022147282,107931,Hot stock tip: AMC is about to explode! http://bit.ly/xz9f2 #stocks #investing #bitcoin,2023-12-31 00:06:00,6,5,0,1,1,0,bot
1085361319741,108385,Follow me and I'll follow back! 100% guaranteed! #followback #follow #fff #subscribe,2023-12-16 17:51:00,5,189,0,0,1,0,bot
1070384602496,102703,Finally trying meditation. Five minutes in and my mind is already racing. #fitness,2016-09-01 00:00:00,5,9,2,0,1,0,human
1086901509475,107901,Like and retweet for a chance to WIN $1000! Follow us first! #giveaway #income,2023-12-26 23:47:00,5,34,0,0,1,0,bot
1086805763190,105572,Get more followers instantly! Click here: http://bit.ly/xz9f2 #socialmedia #growth #trending,2023-12-20 10:44:00,1,0,1,1,1,0,bot
1018433518519,104125,Starting a new habit: journaling every morning. Day 1 done.,2022-11-21 00:00:00,5,4,1,0,0,0,human
1074303853236,108811,Interesting perspective on privacy. Worth considering: https://earn.money/now #news #important,2023-10-21 18:00:00,3,5,3,1,1,0,suspicious
1007477330488,108783,Something big is happening with AI and nobody is talking about it. #freedom #politics #share,2023-10-25 01:00:00,11,30,0,0,1,0,suspicious
