user_id,node_idx,screen_name,account_type,label,created_at,location,account_age_days,followers_count,following_count,post_count,listed_count,verified,has_profile_image,has_description,default_profile,profile_completeness,posts_per_day,reply_ratio,retweet_ratio,mention_ratio,url_ratio,hashtag_ratio,duplicate_content_ratio
109931,9930,user_109931,suspicious,2,2021-12-05,"Paris, France",757,891.0,868.0,3094.0,1.0,0,1,0,0,0.2466,2.5636,0.0646,0.1825,0.0412,0.551,0.4413,0.718
107052,7051,user_107052,bot,1,2023-08-14,"California, USA",140,571.0,15845.040000000023,2659.0,37.0,0,1,0,1,0.7797,27.1056,0.0059,0.9074,0.0276,0.5904,0.2079,0.8375
108159,8158,user_108159,bot,1,2023-06-28,Unknown,187,702.0,394.0,1565.0,74.0,0,1,1,1,0.0746,60.6168,0.0491,0.5714,0.0022,0.4829,0.5321,0.5375
109897,9896,user_109897,suspicious,2,2022-03-18,"Seoul, South Korea",654,19.0,3362.0,2098.0,4.0,0,1,1,1,0.6504,14.0879,0.0743,0.6242,0.3727,0.5728,0.2836,0.5343
102250,2249,user_102250,human,0,2017-07-24,"Berlin, Germany",2352,36.0,177.0,2808.0,0.0,0,1,0,1,0.8694,1.083,0.109,0.1759,0.0249,0.3284,0.3348,0.0365
104641,4640,user_104641,human,0,2017-09-26,Unknown,2288,25.0,2846.0,700.0,1.0,0,1,1,0,0.8168,1.1252,0.3611,0.236,0.1695,0.1361,0.2534,0.0021
109486,9485,user_109486,suspicious,2,2021-09-28,Unknown,825,115.0,320.0,1576.0,7.0,0,0,0,0,0.6867,12.4309,0.0226,0.6565,0.0186,0.3789,0.6396,0.4195
104948,4947,user_104948,human,0,2021-04-07,"Berlin, Germany",999,131.0,164.0,919.0,149.0,0,1,1,0,0.5289,2.0469,0.2592,0.5793,0.0071,0.2956,0.0398,0.0037
109921,9920,user_109921,suspicious,2,2021-10-25,"California, USA",798,232.0,2006.0,1786.0,4.0,0,0,1,1,0.4355,7.5608,0.034,0.4803,0.1217,0.8739,0.3129,0.4846
101964,1963,user_101964,human,0,2018-01-05,Unknown,2187,197.0,74.0,345.0,7.0,0,1,1,1,0.4203,0.8705,0.3876,0.2651,0.7219,0.1099,0.1169,0.0002
108244,8243,user_108244,bot,1,2023-04-03,"Paris, France",273,14.0,6551.0,1301.0,18.0,0,0,0,1,0.2312,65.7453,0.0337,0.4976,0.0562,0.6961,0.8506,0.7626
106591,6590,user_106591,bot,1,2023-12-31,Unknown,1,44.0,267.0,3238.0,5.0,0,0,0,1,0.2661,41.1432,0.0476,0.7675,0.0585,0.8011,0.6908,0.84
108848,8847,user_108848,suspicious,2,2022-02-10,"Tokyo, Japan",690,26.0,795.0,5117.0,0.0,0,1,0,1,0.1348,30.186,0.1553,0.4863,0.0964,0.8061,0.8381,0.819
100322,321,user_100322,human,0,2018-02-04,"Toronto, Canada",2157,54.0,502.0,1081.0,5.0,0,1,1,0,0.8205,4.0289,0.174,0.0584,0.4074,0.2192,0.0272,0.0012
102679,2678,user_102679,human,0,2018-12-01,"Tokyo, Japan",1857,115.0,851.0,179.0,0.0,0,1,1,1,0.5892,0.674,0.6108,0.1809,0.0917,0.2649,0.0093,0.2749
104626,4625,user_104626,human,0,2017-01-01,"London, UK",2556,119.0,3617.0,1110.0,7.0,0,1,1,0,0.6715,3.5147,0.1692,0.4325,0.081,0.3025,0.2358,0.0019
104950,4949,user_104950,human,0,2018-05-12,"Sao Paulo, Brazil",2060,2323.0,202.0,915.0,31.0,0,1,1,0,0.4359,3.3596,0.2358,0.0547,0.2051,0.5093,0.0837,0.0255
108329,8328,user_108329,bot,1,2023-11-06,"Mumbai, India",56,2.0,137.0,104.0,6.0,0,1,0,0,0.0661,27.7436,0.096,0.6566,0.009,0.4855,0.8732,0.8133
103338,3337,user_103338,human,0,2019-04-27,"London, UK",1710,43.0,119.0,8627.0,85.0,0,1,1,0,0.6173,2.885,0.3885,0.3647,0.14,0.2342,0.1084,0.027
105590,5589,user_105590,bot,1,2023-12-31,"Dubai, UAE",1,43.0,861.0,2324.0,3.0,0,0,0,1,0.0254,62.6219,0.014,0.9454,0.0006,0.4961,0.7205,0.74
100252,251,user_100252,human,0,2017-07-26,"Toronto, Canada",2350,147.0,806.0,1061.0,7.0,0,1,1,0,0.8361,4.6013,0.2517,0.3269,0.0786,0.1631,0.108,0.0584
103974,3973,user_103974,human,0,2018-12-06,"New York, USA",1852,2423.0,113.0,323.0,22.0,0,1,1,0,0.7948,3.4954,0.0852,0.1426,0.2915,0.1116,0.3495,0.0668
106631,6630,user_106631,bot,1,2022-09-07,"London, UK",481,9.0,3174.0,14835.0,1.0,0,0,0,1,0.1548,66.0242,0.1288,0.6889,0.0154,0.7551,0.6096,0.7181
105548,5547,user_105548,bot,1,2023-10-14,"Seoul, South Korea",79,1421.0,1535.0,1391.0,1.0,0,0,0,1,0.486,21.685,0.1452,0.8265,0.0419,0.8511,0.5501,0.6303
100036,35,user_100036,human,0,2021-01-29,"Seoul, South Korea",1067,7509.240000000005,135.0,3681.0,1.0,0,1,1,0,0.4368,2.2441,0.4867,0.244,0.2815,0.6073,0.0469,0.2676
108363,8362,user_108363,bot,1,2023-12-31,Unknown,1,5.0,43.0,789.0,10.0,0,0,0,1,0.1045,44.743,0.1227,0.4536,0.0514,0.6613,0.024,0.8578
101514,1513,user_101514,human,0,2022-02-20,Unknown,680,208.0,45.0,743.0,54.0,0,1,1,0,0.484,3.9145,0.6919,0.1092,0.2855,0.0231,0.1543,0.1809
109318,9317,user_109318,suspicious,2,2021-12-02,Unknown,760,23.0,55.0,229.0,4.0,0,1,0,1,0.3594,16.3852,0.2117,0.749,0.0319,0.4845,0.9267,0.8081
100040,39,user_100040,human,0,2018-10-01,"Toronto, Canada",1918,586.0,2651.0,680.0,2.0,0,1,1,0,0.6356,0.1,0.2493,0.0534,0.0778,0.38,0.0428,0.0597
104820,4819,user_104820,human,0,2019-07-14,"London, UK",1632,1741.0,360.0,209.0,18.0,0,1,1,0,0.8165,2.4622,0.3915,0.1707,0.1669,0.0994,0.1578,0.0108
103466,3465,user_103466,human,0,2021-04-09,"Paris, France",997,186.0,1189.0,450.0,20.0,0,1,1,0,0.4572,0.8052,0.3013,0.1353,0.0237,0.3364,0.2199,0.004
101761,1760,user_101761,human,0,2016-05-19,"Tokyo, Japan",2783,1129.0,265.0,275.0,210.02000000000044,0,1,0,0,0.4142,2.8518,0.291,0.0309,0.051,0.2182,0.2172,0.0578
102305,2304,user_102305,human,0,2015-10-18,"California, USA",2997,654.0,89.0,3155.0,24.0,0,1,1,0,0.6331,0.1,0.2145,0.2291,0.0257,0.3402,0.0609,0.0334
103724,3723,user_103724,human,0,2022-01-03,"Mumbai, India",728,533.0,3922.0,45.0,12.0,0,1,1,0,0.9376,2.6167,0.3568,0.1822,0.1346,0.3786,0.0491,0.0002
108285,8284,user_108285,bot,1,2022-01-27,Unknown,704,11.0,30.0,3644.0,2.0,0,0,0,1,0.3979,44.4471,0.0201,0.7135,0.0072,0.7808,0.7132,0.7986
104994,4993,user_104994,human,0,2018-02-21,"Tokyo, Japan",2140,34.0,326.0,2353.0,41.0,0,1,0,0,0.8875,0.733,0.1531,0.0892,0.0824,0.023,0.1101,0.018
108128,8127,user_108128,bot,1,2022-11-15,Unknown,412,339.0,69.0,657.0,7.0,0,0,0,1,0.1169,65.3486,0.128,0.8805,0.0229,0.8817,0.7018,0.8174
103033,3032,user_103033,human,0,2018-04-30,Unknown,2072,2743.0,298.0,2590.0,93.0,0,1,1,0,0.6924,0.7694,0.4074,0.203,0.2382,0.1333,0.6912,0.0199
107939,7938,user_107939,bot,1,2023-12-31,"Sao Paulo, Brazil",1,19.0,11598.0,3525.0,8.0,0,1,0,0,0.5554,54.9268,0.1101,0.7682,0.125,0.6361,0.9015,0.73
103040,3039,user_103040,human,0,2019-05-31,"Sao Paulo, Brazil",1676,7509.240000000005,1219.0,360.0,0.0,0,1,1,0,0.8031,1.7336,0.3931,0.0715,0.4488,0.2731,0.0315,0.0461
109656,9655,user_109656,suspicious,2,2021-05-15,Unknown,961,94.0,1195.0,1446.0,210.02000000000044,0,0,0,1,0.2332,23.9648,0.3625,0.6981,0.0093,0.3209,0.6767,0.3607
102546,2545,user_102546,human,0,2018-05-13,"Tokyo, Japan",2059,668.0,98.0,124.0,2.0,0,0,0,0,0.7566,1.6507,0.0555,0.5491,0.1868,0.022,0.6215,0.0755
102593,2592,user_102593,human,0,2019-02-22,Unknown,1774,106.0,91.0,999.0,6.0,0,1,1,0,0.8044,4.7058,0.3129,0.0721,0.2287,0.1432,0.0141,0.0321
101189,1188,user_101189,human,0,2018-03-03,"Sydney, Australia",2130,319.0,658.0,658.0,0.0,0,0,1,0,0.7453,1.8543,0.5521,0.1446,0.1048,0.0067,0.0593,0.0652
107967,7966,user_107967,bot,1,2023-08-12,Unknown,142,35.0,734.0,612.0,13.0,0,0,1,1,0.0813,105.76131200000005,0.0653,0.8744,0.0018,0.8003,0.7024,0.7025
106078,6077,user_106078,bot,1,2022-12-25,"California, USA",372,22.0,5015.0,286.0,135.0,0,0,0,1,0.2106,26.4194,0.0589,0.8594,0.004,0.7373,0.8169,0.5553
100108,107,user_100108,human,0,2018-10-15,"Dubai, UAE",1904,353.0,215.0,464.0,0.0,0,1,1,0,0.1626,3.4255,0.1124,0.3365,0.1169,0.8944,0.274,0.0634
101316,1315,user_101316,human,0,2021-03-25,"Tokyo, Japan",1012,967.0,86.0,3889.0,2.0,0,0,0,1,0.9156,3.2648,0.3631,0.1482,0.3133,0.1568,0.016,0.0684
108188,8187,user_108188,bot,1,2022-07-13,"Seoul, South Korea",537,73.0,2893.0,617.0,9.0,0,0,1,1,0.2567,70.8981,0.0265,0.6641,0.0202,0.8364,0.7898,0.3864
102754,2753,user_102754,human,0,2019-04-28,Unknown,1709,111.0,318.0,1789.0,16.0,0,0,1,0,0.8213,3.8584,0.1649,0.2015,0.0052,0.3008,0.182,0.0538
109754,9753,user_109754,suspicious,2,2022-01-25,"Berlin, Germany",706,51.0,1700.0,15.0,9.0,0,1,0,0,0.5477,2.818,0.1506,0.3133,0.0123,0.6544,0.4646,0.6744
106232,6231,user_106232,bot,1,2022-04-14,"Berlin, Germany",627,3.0,190.0,915.0,10.0,0,1,1,0,0.5203,41.7338,0.2109,0.6799,0.0661,0.9436,0.6642,0.9706
102877,2876,user_102877,human,0,2020-08-11,Unknown,1238,135.0,17.0,435.0,1.0,0,0,0,0,0.8591,3.8272,0.0446,0.1864,0.1959,0.0161,0.0211,0.0163
105324,5323,user_105324,bot,1,2021-10-06,"Paris, France",817,71.0,5688.0,402.0,12.0,0,1,0,1,0.3361,105.76131200000005,0.1908,0.8052,0.0452,0.5277,0.8845,0.7292
100800,799,user_100800,human,0,2019-01-10,"London, UK",1817,124.0,1061.0,5253.0,7.0,1,1,1,1,0.7836,0.8968,0.3469,0.2691,0.1015,0.1368,0.2206,0.0286
103571,3570,user_103571,human,0,2019-07-25,"Mumbai, India",1621,112.0,171.0,314.0,6.0,0,1,0,0,0.8688,1.0605,0.3523,0.4915,0.1418,0.1531,0.083,0.0439
102895,2894,user_102895,human,0,2018-03-29,Unknown,2104,18.0,161.0,10.0,116.0,0,1,0,1,0.788,1.1118,0.3648,0.1267,0.101,0.142,0.0517,0.0313
102928,2927,user_102928,human,0,2018-09-21,"London, UK",1928,408.0,382.0,186.0,1.0,0,1,1,0,0.9553,3.1671,0.3261,0.0397,0.1403,0.201,0.7092,0.0014
108179,8178,user_108179,bot,1,2023-04-04,"Sydney, Australia",272,19.0,3608.0,412.0,2.0,0,0,0,1,0.2946,82.7185,0.0019,0.9325,0.0984,0.226,0.5593,0.6755
100972,971,user_100972,human,0,2020-03-11,"Mumbai, India",1391,330.0,196.0,149.0,3.0,0,1,1,0,0.443,2.01,0.2902,0.4659,0.1728,0.0481,0.3004,0.056
106688,6687,user_106688,bot,1,2021-07-25,"Toronto, Canada",890,1.0,393.0,9905.0,9.0,0,1,0,0,0.0221,5.0,0.0095,0.4758,0.0,0.3559,0.4441,0.7842
108576,8575,user_108576,suspicious,2,2023-12-02,Unknown,30,7.0,1145.0,557.0,19.0,0,0,1,0,0.4468,17.1013,0.2071,0.4261,0.1124,0.2269,0.3975,0.6155
102021,2020,user_102021,human,0,2018-12-23,"Mumbai, India",1835,7137.0,119.0,2254.0,7.0,0,1,1,0,0.8922,1.1962,0.1976,0.402,0.0684,0.0538,0.0803,0.3882
109055,9054,user_109055,suspicious,2,2022-09-11,"Berlin, Germany",477,4034.0,39.0,3838.0,0.0,0,1,1,0,0.2477,28.994,0.2639,0.3089,0.3763,0.3633,0.2371,0.5233
100953,952,user_100953,human,0,2021-02-16,Unknown,1049,112.0,673.0,200.0,7.0,0,1,0,1,0.4181,1.145,0.5121,0.4478,0.0047,0.0955,0.1348,0.1049
105360,5359,user_105360,bot,1,2022-02-22,"Seoul, South Korea",678,38.0,332.0,3546.0,1.0,0,0,0,1,0.1064,37.781,0.0531,0.7642,0.1398,0.8362,0.5551,0.8879
103858,3857,user_103858,human,0,2018-02-07,Unknown,2154,402.0,148.0,1595.0,5.0,0,1,0,0,0.7085,4.8616,0.5197,0.2993,0.0802,0.3473,0.2138,0.0112
105862,5861,user_105862,bot,1,2023-05-28,"Berlin, Germany",218,8.0,8486.0,1063.0,210.02000000000044,0,0,0,1,0.0132,64.7326,0.0205,0.62,0.0135,0.6574,0.3852,0.5681
103146,3145,user_103146,human,0,2018-04-20,"Mumbai, India",2082,318.0,410.0,814.0,78.0,0,0,1,0,0.763,0.1,0.047,0.1173,0.5178,0.1203,0.0384,0.1793
103306,3305,user_103306,human,0,2017-05-01,"California, USA",2436,1093.0,128.0,1065.0,7.0,0,1,1,1,0.8845,4.4427,0.7556,0.2635,0.0624,0.011,0.3583,0.0071
103007,3006,user_103007,human,0,2018-04-11,"London, UK",2091,384.0,91.0,59.0,40.0,0,1,1,0,0.8429,2.4951,0.3707,0.2036,0.0213,0.1266,0.0091,0.0012
109002,9001,user_109002,suspicious,2,2021-11-04,Unknown,788,106.0,7694.0,8978.0,7.0,0,1,0,0,0.5111,16.2998,0.1816,0.4449,0.0837,0.4037,0.6806,0.5895
107771,7770,user_107771,bot,1,2023-12-28,Unknown,4,69.0,338.0,688.0,4.0,0,1,0,1,0.4372,49.7807,0.0806,0.86,0.0493,0.3908,0.6312,0.5462
107439,7438,user_107439,bot,1,2022-11-27,"Dubai, UAE",400,3.0,1652.0,32928.0,6.0,0,0,1,1,0.0817,55.9743,0.0357,0.799,0.0153,0.3454,0.6019,0.7865
107943,7942,user_107943,bot,1,2023-05-14,Unknown,232,7.0,735.0,3369.0,1.0,0,1,0,0,0.2513,5.6973,0.0845,0.6054,0.0958,0.3625,0.8862,0.8352
109239,9238,user_109239,suspicious,2,2022-04-29,Unknown,612,576.0,2906.0,1421.0,4.0,0,0,1,1,0.3563,14.9101,0.3959,0.7133,0.0864,0.4276,0.3555,0.3863
101057,1056,user_101057,human,0,2019-02-12,"New York, USA",1784,369.0,89.0,684.0,3.0,0,1,1,0,0.5589,3.7314,0.4207,0.1778,0.4458,0.2246,0.0544,0.0047
103155,3154,user_103155,human,0,2020-10-12,"London, UK",1176,1325.0,31.0,140.0,3.0,0,1,1,0,0.9726,1.6162,0.2253,0.3624,0.037,0.5428,0.0128,0.0464
103788,3787,user_103788,human,0,2020-07-12,Unknown,1268,210.0,129.0,6821.0,11.0,0,1,1,0,0.7342,4.4241,0.4239,0.3044,0.0258,0.0802,0.2531,0.0116
109190,9189,user_109190,suspicious,2,2023-04-08,"Berlin, Germany",268,7.0,913.0,102.0,142.0,0,1,0,0,0.689,11.2889,0.0423,0.7919,0.209,0.3278,0.2332,0.6319
107826,7825,user_107826,bot,1,2023-07-15,"Mumbai, India",170,32.0,176.0,214.0,1.0,0,0,0,1,0.3582,29.9401,0.3003,0.6054,0.0022,0.7914,0.7282,0.6455
107540,7539,user_107540,bot,1,2023-02-08,"Tokyo, Japan",327,130.0,2511.0,1880.0,15.0,0,0,1,0,0.5599,100.746,0.0102,0.3295,0.0213,0.4447,0.4577,0.881
107232,7231,user_107232,bot,1,2022-05-22,"Dubai, UAE",589,42.0,952.0,543.0,13.0,0,0,0,1,0.4695,5.0,0.006,0.8031,0.0554,0.8159,0.7876,0.6868
100765,764,user_100765,human,0,2017-03-09,Unknown,2489,387.0,1583.0,5504.0,1.0,0,1,0,0,0.6979,3.7405,0.2751,0.044,0.0915,0.3341,0.1938,0.0002
105020,5019,user_105020,bot,1,2022-04-17,"London, UK",624,38.0,1110.0,41090.0,1.0,0,1,0,1,0.037,18.1424,0.0685,0.8263,0.0027,0.7221,0.6271,0.8228
104904,4903,user_104904,human,0,2019-09-08,"Tokyo, Japan",1576,310.0,182.0,940.0,38.0,0,1,1,0,0.9698,3.0461,0.1469,0.366,0.1876,0.469,0.1642,0.0428
108094,8093,user_108094,bot,1,2022-03-02,"California, USA",670,31.0,1789.0,3269.0,0.0,0,1,1,1,0.5587,105.76131200000005,0.1739,0.8263,0.1062,0.795,0.779,0.7545
106844,6843,user_106844,bot,1,2022-05-01,Unknown,610,16.0,3858.0,1625.0,58.0,0,0,0,1,0.1383,55.3258,0.1498,0.5329,0.0366,0.8807,0.9241,0.5506
102166,2165,user_102166,human,0,2020-09-28,"Mumbai, India",1190,277.0,541.0,514.0,3.0,0,1,1,0,0.9631,4.2801,0.2756,0.5016,0.0834,0.4682,0.081,0.0136
101863,1862,user_101863,human,0,2017-10-08,"Toronto, Canada",2276,6003.0,516.0,784.0,0.0,0,1,0,0,0.8908,0.1,0.1196,0.1398,0.297,0.3325,0.4517,0.0643
107851,7850,user_107851,bot,1,2023-09-09,"Toronto, Canada",114,6.0,4941.0,219.0,8.0,0,0,0,0,0.0524,8.3406,0.1122,0.5519,0.0023,0.9267,0.4711,0.8608
109124,9123,user_109124,suspicious,2,2020-09-26,"Sao Paulo, Brazil",1192,17.0,257.0,3682.0,6.0,0,1,0,1,0.1898,29.1115,0.0939,0.6528,0.2952,0.2231,0.3203,0.2965
102341,2340,user_102341,human,0,2017-12-04,Unknown,2219,134.0,154.0,303.0,20.0,0,1,1,0,0.3926,2.6079,0.1537,0.5064,0.1393,0.37,0.1341,0.022
105528,5527,user_105528,bot,1,2023-12-04,"Berlin, Germany",28,1634.0,3071.0,2292.0,51.0,0,0,0,1,0.2381,21.1679,0.056,0.493,0.0731,0.8165,0.2833,0.9221
106744,6743,user_106744,bot,1,2022-12-19,"London, UK",378,72.0,7518.0,2640.0,10.0,0,0,0,1,0.1747,88.2099,0.0951,0.6279,0.0183,0.4231,0.595,0.721
104004,4003,user_104004,human,0,2018-04-19,"Paris, France",2083,17.0,646.0,296.0,1.0,0,1,1,0,0.7779,5.8559,0.3804,0.3403,0.1053,0.1026,0.1273,0.0345
101124,1123,user_101124,human,0,2020-12-13,"Mumbai, India",1114,452.0,356.0,146.0,2.0,0,1,1,0,0.7999,0.9517,0.1278,0.152,0.2655,0.3261,0.0991,0.1322
108710,8709,user_108710,suspicious,2,2022-05-09,Unknown,602,431.0,197.0,11326.0,22.0,0,1,0,1,0.4195,28.1155,0.074,0.5949,0.0221,0.6186,0.4962,0.628
104050,4049,user_104050,human,0,2018-06-06,Unknown,2035,1267.0,77.0,1495.0,3.0,0,1,0,0,0.5403,1.7983,0.0895,0.082,0.074,0.446,0.3166,0.0253
107641,7640,user_107641,bot,1,2023-07-08,"Seoul, South Korea",177,104.0,224.0,1527.0,4.0,0,0,0,0,0.0544,49.2494,0.0333,0.7381,0.0566,0.302,0.8701,0.8151
100766,765,user_100766,human,0,2020-03-24,"Berlin, Germany",1378,204.0,749.0,1221.0,1.0,0,1,0,0,0.3399,2.238,0.4498,0.4683,0.3287,0.7894,0.0032,0.0226
102345,2344,user_102345,human,0,2022-08-12,Unknown,507,167.0,81.0,432.0,14.0,0,1,0,1,0.2371,0.3513,0.063,0.1537,0.5788,0.4211,0.1134,0.1282
104072,4071,user_104072,human,0,2020-03-25,"Dubai, UAE",1377,151.0,190.0,1114.0,6.0,0,1,0,0,0.5743,5.3736,0.2603,0.0927,0.1713,0.2106,0.5263,0.1252
107217,7216,user_107217,bot,1,2023-12-31,Unknown,1,19.0,1072.0,960.0,5.0,0,0,0,1,0.094,85.4451,0.1541,0.669,0.0471,0.7612,0.6537,0.7568
104217,4216,user_104217,human,0,2016-01-10,Unknown,2913,2017.0,254.0,12320.0,4.0,0,1,0,1,0.243,3.5784,0.3235,0.0719,0.1983,0.2612,0.1503,0.0525
107953,7952,user_107953,bot,1,2023-02-02,Unknown,333,3.0,9726.0,532.0,15.0,0,0,0,1,0.1915,40.7817,0.193,0.6077,0.0006,0.4448,0.5094,0.8455
105971,5970,user_105971,bot,1,2023-12-31,"Sydney, Australia",1,3.0,602.0,3009.0,8.0,0,0,0,1,0.1419,5.0,0.0925,0.3392,0.0084,0.6289,0.4674,0.7974
103351,3350,user_103351,human,0,2019-12-05,Unknown,1488,34.0,76.0,474.0,7.0,0,0,0,0,0.7996,5.6904,0.2124,0.3959,0.1877,0.2894,0.0246,0.0001
104696,4695,user_104696,human,0,2019-05-26,"Mumbai, India",1681,99.0,22.0,668.0,5.0,0,1,1,0,0.7722,2.7132,0.1254,0.5141,0.1085,0.443,0.2633,0.0482
103400,3399,user_103400,human,0,2019-09-27,"London, UK",1557,312.0,1000.0,2297.0,2.0,0,1,1,1,0.9679,0.1537,0.3945,0.015,0.3019,0.1304,0.1555,0.0419
104082,4081,user_104082,human,0,2020-03-21,"London, UK",1381,3672.0,2205.0,345.0,16.0,0,1,1,0,0.9374,0.1,0.4442,0.0695,0.0692,0.0821,0.2174,0.0055
109150,9149,user_109150,suspicious,2,2023-03-03,"Sao Paulo, Brazil",304,2.0,32.0,1531.0,6.0,0,1,0,0,0.6518,18.7639,0.0817,0.5237,0.1235,0.6797,0.581,0.6549
101225,1224,user_101225,human,0,2019-05-19,Unknown,1688,721.0,687.0,1695.0,6.0,0,1,0,0,0.946,0.8205,0.583,0.49,0.0018,0.7464,0.5362,0.0193
106293,6292,user_106293,bot,1,2022-11-28,Unknown,399,266.0,771.0,5805.0,47.0,0,0,0,1,0.2023,96.2906,0.1354,0.7387,0.0284,0.8548,0.9675,0.8812
103123,3122,user_103123,human,0,2018-04-08,"Mumbai, India",2094,618.0,80.0,202.0,21.0,0,1,1,0,0.5897,2.286,0.1804,0.1448,0.1139,0.5878,0.0676,0.0002
100511,510,user_100511,human,0,2018-08-18,"Sao Paulo, Brazil",1962,404.0,77.0,2707.0,98.0,0,1,1,0,0.7932,4.0127,0.3116,0.3471,0.095,0.3386,0.0332,0.0718
105795,5794,user_105795,bot,1,2022-09-14,Unknown,474,508.0,3023.0,316.0,19.0,0,1,0,1,0.119,5.0,0.0292,0.9136,0.007,0.6386,0.4388,0.5028
108182,8181,user_108182,bot,1,2023-08-20,Unknown,134,2.0,998.0,170.0,4.0,0,0,0,1,0.0711,23.2351,0.0332,0.2821,0.004,0.6494,0.5776,0.8919
109418,9417,user_109418,suspicious,2,2021-10-07,Unknown,816,260.0,311.0,3641.0,0.0,0,1,0,1,0.2705,6.7641,0.079,0.7312,0.0084,0.5891,0.6823,0.7575
100097,96,user_100097,human,0,2018-08-03,"Tokyo, Japan",1977,1253.0,548.0,581.0,7.0,0,1,1,0,0.8303,0.7573,0.7218,0.0945,0.1328,0.0661,0.0727,0.0121
106682,6681,user_106682,bot,1,2023-11-19,"Sydney, Australia",43,33.0,1305.0,30736.0,7.0,0,0,0,1,0.2809,41.0799,0.1946,0.537,0.0143,0.5846,0.7481,0.7172
101513,1512,user_101513,human,0,2020-04-02,Unknown,1369,105.0,109.0,595.0,36.0,0,1,1,1,0.9064,1.9065,0.419,0.1233,0.1076,0.002,0.1824,0.0249
108792,8791,user_108792,suspicious,2,2020-07-26,Unknown,1254,7.0,195.0,9225.0,84.0,0,0,1,1,0.1033,26.7035,0.5257,0.9342,0.002,0.5193,0.7191,0.7498
100120,119,user_100120,human,0,2017-11-02,"California, USA",2251,1124.0,63.0,12561.0,12.0,0,0,1,0,0.4157,0.1292,0.0561,0.5927,0.2019,0.4698,0.2804,0.0
