user_id,label
105908,1
104971,0
106050,1
100749,0
101584,0
104170,0
100467,0
104837,0
109251,2
100275,0
107124,1
109321,2
109066,2
109159,2
100413,0
108310,1
101035,0
104939,0
103807,0
106921,1
108656,2
102139,0
109473,2
106273,1
104462,0
104546,0
105700,1
103586,0
105252,1
104249,0
103385,0
105545,1
105739,1
108585,2
106751,1
107052,1
101079,0
109739,2
107883,1
106545,1
100408,0
104181,0
102272,0
108291,1
109121,2
105821,1
106595,1
107475,1
100082,0
100696,0
106112,1
103350,0
105367,1
102110,0
102216,0
104151,0
102217,0
101248,0
105207,1
102456,0
102480,0
108874,2
109920,2
104119,0
106838,1
106923,1
100068,0
108063,1
107404,1
106627,1
108671,2
101508,0
106718,1
100711,0
101977,0
103279,0
107137,1
107761,1
101233,0
107819,1
109324,2
102404,0
107293,1
109599,2
101529,0
104873,0
102398,0
100008,0
100807,0
101039,0
104482,0
105026,1
103045,0
104251,0
108880,2
107772,1
102627,0
102280,0
103729,0
108617,2
104475,0
109852,2
107670,1
104784,0
108930,2
105129,1
100032,0
105564,1
104907,0
100474,0
107176,1
108660,2
109868,2
103898,0
109182,2
109909,2
106821,1
106353,1
108631,2
104200,0
104732,0
101937,0
106274,1
108139,1
107366,1
109349,2
108913,2
100353,0
103979,0
102665,0
104130,0
107859,1
106491,1
107903,1
102907,0
100869,0
106306,1
106600,1
109194,2
102384,0
102535,0
100658,0
101605,0
105768,1
106604,1
106003,1
109891,2
100114,0
109208,2
106943,1
108794,2
108351,1
108725,2
100364,0
108464,1
104831,0
106577,1
103576,0
109794,2
106940,1
100215,0
104998,0
109067,2
106106,1
103176,0
109263,2
101565,0
100475,0
103813,0
107019,1
100033,0
103492,0
102214,0
103577,0
107381,1
105209,1
106173,1
102830,0
108937,2
103685,0
106197,1
101733,0
107425,1
103416,0
102223,0
104699,0
107101,1
102593,0
106137,1
104237,0
107999,1
103496,0
104681,0
100012,0
102453,0
109124,2
103109,0
106620,1
103414,0
108778,2
107397,1
105500,1
108564,2
102639,0
100762,0
102116,0
106065,1
101967,0
103362,0
106855,1
109622,2
105078,1
109921,2
109104,2
105399,1
103574,0
104394,0
109064,2
101342,0
107904,1
103667,0
107509,1
108320,1
102408,0
107294,1
104304,0
107225,1
109395,2
108678,2
108560,2
100617,0
109063,2
108126,1
102757,0
105119,1
103057,0
101414,0
102990,0
105301,1
101122,0
108732,2
101066,0
103856,0
102238,0
107697,1
104910,0
100973,0
105105,1
103508,0
104300,0
104152,0
105498,1
103264,0
103186,0
103806,0
102489,0
103709,0
107602,1
101378,0
102631,0
106355,1
100536,0
104677,0
102459,0
105202,1
109802,2
108908,2
107767,1
108184,1
100037,0
106526,1
104658,0
102081,0
106496,1
109168,2
105849,1
108735,2
102878,0
106806,1
104432,0
105895,1
109556,2
103759,0
103003,0
103096,0
108643,2
107310,1
108225,1
100823,0
102343,0
108503,2
103005,0
105565,1
100425,0
101864,0
109339,2
108309,1
108046,1
103340,0
105838,1
105633,1
108583,2
108991,2
102323,0
102050,0
107482,1
103211,0
108533,2
103115,0
102561,0
102080,0
109548,2
102299,0
101253,0
100808,0
102625,0
105653,1
102211,0
107811,1
108684,2
102230,0
102431,0
100654,0
108929,2
104915,0
109775,2
104571,0
108925,2
102700,0
108170,1
105167,1
107489,1
102862,0
101893,0
102828,0
103491,0
107311,1
101702,0
108264,1
103985,0
103187,0
106091,1
107656,1
100660,0
108673,2
109809,2
109023,2
105540,1
102349,0
107699,1
104703,0
104312,0
101316,0
100963,0
108936,2
101267,0
107308,1
105328,1
106364,1
100057,0
108830,2
109738,2
107168,1
105062,1
108666,2
103600,0
101594,0
100094,0
102588,0
108377,1
109474,2
107599,1
105726,1
101635,0
107895,1
101833,0
107116,1
105123,1
105169,1
103474,0
104260,0
109878,2
105961,1
103498,0
101555,0
105324,1
105841,1
106487,1
108931,2
109144,2
107316,1
101407,0
101209,0
102207,0
108766,2
101780,0
103754,0
100096,0
105374,1
102440,0
109350,2
105651,1
101203,0
108549,2
100887,0
108577,2
109388,2
103253,0
103232,0
109425,2
100495,0
101714,0
106566,1
101413,0
107674,1
103217,0
101756,0
105212,1
107669,1
106949,1
105800,1
104229,0
108935,2
104723,0
103407,0
102060,0
104596,0
108566,2
103659,0
103304,0
104325,0
105440,1
100414,0
103356,0
102514,0
103643,0
104097,0
107361,1
106781,1
107950,1
108010,1
107410,1
101225,0
106161,1
104383,0
103002,0
109600,2
105099,1
104456,0
109361,2
103069,0
109571,2
106850,1
109873,2
104021,0
104011,0
101646,0
103379,0
101016,0
100167,0
107254,1
106299,1
109183,2
106020,1
106693,1
107643,1
103764,0
108114,1
100043,0
103278,0
101589,0
101530,0
108958,2
106998,1
104375,0
103925,0
100510,0
105692,1
108104,1
101439,0
102246,0
105347,1
104551,0
101534,0
105462,1
104372,0
106320,1
101095,0
108784,2
102928,0
103905,0
106275,1
102529,0
108704,2
108508,2
105213,1
102099,0
100175,0
106414,1
108166,1
109950,2
101812,0
103434,0
106883,1
108568,2
103907,0
104161,0
103410,0
106444,1
104531,0
104715,0
105560,1
108423,1
107134,1
100972,0
100190,0
103104,0
102573,0
101732,0
100523,0
107001,1
109961,2
105609,1
109086,2
101410,0
107271,1
107940,1
101669,0
109886,2
101471,0
106311,1
109260,2
106689,1
108514,2
104861,0
105437,1
100370,0
102235,0
107319,1
108450,1
108143,1
109762,2
104804,0
109204,2
106119,1
103811,0
101561,0
102769,0
109709,2
103357,0
100249,0
107390,1
101954,0
108419,1
101119,0
109630,2
108294,1
107797,1
104991,0
103997,0
106009,1
104436,0
108313,1
101031,0
106963,1
105982,1
108869,2
104196,0
109653,2
107382,1
101314,0
100025,0
102039,0
109186,2
105279,1
109360,2
104514,0
107537,1
101554,0
109094,2
106893,1
102802,0
104893,0
101443,0
105265,1
101065,0
107650,1
100439,0
107780,1
106825,1
100748,0
101156,0
101968,0
103971,0
101905,0
101522,0
105053,1
107624,1
101280,0
107849,1
100618,0
106152,1
109997,2
109912,2
108639,2
107045,1
105949,1
107364,1
101719,0
101826,0
106200,1
104866,0
100853,0
103124,0
109991,2
108431,1
103521,0
100213,0
102592,0
108133,1
100686,0
105863,1
109601,2
108992,2
103728,0
107279,1
107907,1
107545,1
107336,1
101606,0
106440,1
102127,0
109189,2
106253,1
103241,0
106692,1
100131,0
101043,0
107594,1
103570,0
105357,1
107299,1
109516,2
100939,0
103302,0
101774,0
102597,0
101210,0
105350,1
107793,1
107760,1
108488,1
107892,1
101820,0
100795,0
107639,1
105312,1
109823,2
109323,2
105644,1
101232,0
106111,1
104570,0
101783,0
109608,2
104480,0
101272,0
104297,0
100685,0
108885,2
101885,0
105008,1
101926,0
102805,0
100886,0
101389,0
109032,2
104483,0
101355,0
102543,0
100644,0
100514,0
102569,0
107679,1
105981,1
108980,2
104349,0
100698,0
103610,0
102083,0
100958,0
107625,1
103318,0
108828,2
109209,2
102516,0
105787,1
101751,0
100040,0
108402,1
106664,1
109731,2
107547,1
101383,0
102477,0
109286,2
102509,0
105667,1
108335,1
106005,1
104395,0
108796,2
102147,0
101166,0
109495,2
106422,1
104093,0
103158,0
109317,2
100814,0
107554,1
109344,2
104099,0
100595,0
108823,2
105950,1
106166,1
106022,1
108281,1
107610,1
106898,1
103391,0
103924,0
109811,2
101475,0
101818,0
106063,1
109145,2
102730,0
107664,1
104819,0
108581,2
100521,0
109611,2
108955,2
109780,2
101218,0
101400,0
100276,0
106939,1
106369,1
103628,0
105104,1
104652,0
108441,1
109142,2
108674,2
106904,1
104467,0
100477,0
104937,0
109705,2
105449,1
109689,2
101505,0
101651,0
106919,1
100143,0
102063,0
107626,1
103721,0
100089,0
102620,0
103017,0
109386,2
102533,0
100118,0
100526,0
109623,2
109870,2
102225,0
109646,2
109986,2
102941,0
100333,0
102150,0
105218,1
102302,0
107942,1
102577,0
106394,1
102707,0
108102,1
102557,0
103626,0
109824,2
107335,1
104110,0
102746,0
105208,1
102399,0
101448,0
109419,2
104217,0
103934,0
105230,1
101790,0
101320,0
100880,0
103710,0
106715,1
100615,0
100305,0
102012,0
106814,1
105179,1
103054,0
103662,0
100926,0
103246,0
108486,1
106455,1
105957,1
104360,0
106509,1
102840,0
102153,0
102001,0
101580,0
106748,1
109837,2
102892,0
105407,1
100879,0
108646,2
108391,1
105178,1
107488,1
107315,1
102090,0
103201,0
101989,0
103013,0
103173,0
103419,0
105162,1
104486,0
108196,1
106675,1
108763,2
101746,0
105856,1
102559,0
107280,1
102829,0
105737,1
105975,1
108563,2
108626,2
108260,1
108989,2
106586,1
106179,1
109348,2
103449,0
105860,1
100520,0
102494,0
101613,0
101703,0
108334,1
107878,1
109040,2
106133,1
104487,0
108610,2
100776,0
106550,1
108454,1
105899,1
101319,0
104415,0
103183,0
103394,0
104385,0
100826,0
102137,0
108318,1
108491,1
103524,0
101022,0
106999,1
105668,1
107640,1
100436,0
105091,1
107805,1
102897,0
101973,0
101760,0
108950,2
108571,2
107852,1
109253,2
100714,0
107734,1
101219,0
105917,1
102279,0
107266,1
106056,1
103349,0
107499,1
105622,1
101055,0
108861,2
109632,2
108736,2
106774,1
104066,0
106605,1
104552,0
100755,0
104740,0
109099,2
101264,0
107633,1
107409,1
109908,2
103736,0
106158,1
108848,2
103541,0
101925,0
103411,0
104340,0
109770,2
108554,2
100265,0
100966,0
103457,0
102641,0
108059,1
108123,1
101749,0
109110,2
107372,1
101588,0
103478,0
103993,0
107469,1
103335,0
103796,0
102305,0
108558,2
108516,2
100158,0
104830,0
100172,0
104401,0
100943,0
105756,1
107091,1
105250,1
103316,0
103440,0
102582,0
109662,2
104593,0
102675,0
102497,0
108708,2
104534,0
109210,2
106460,1
104953,0
107487,1
106472,1
101338,0
101628,0
109525,2
106972,1
109437,2
106872,1
103880,0
101798,0
108467,1
101718,0
106511,1
101351,0
105806,1
108803,2
100605,0
100209,0
108754,2
104995,0
109650,2
107192,1
107977,1
105748,1
100758,0
103933,0
106874,1
107820,1
100876,0
109855,2
101950,0
105592,1
107055,1
102683,0
109905,2
102833,0
104060,0
101488,0
104496,0
105549,1
103902,0
105613,1
101654,0
103916,0
100457,0
101123,0
108603,2
103043,0
105238,1
101354,0
104402,0
109875,2
102606,0
103236,0
100233,0
107583,1
102691,0
102024,0
105517,1
104590,0
100593,0
106631,1
106122,1
101586,0
106659,1
107897,1
107257,1
105734,1
107453,1
107634,1
106988,1
107513,1
103831,0
106092,1
102645,0
102309,0
104812,0
105683,1
105259,1
100360,0
102772,0
104761,0
101873,0
109093,2
103047,0
101058,0
106007,1
109130,2
101406,0
108756,2
100930,0
108082,1
107067,1
103245,0
102927,0
109702,2
102195,0
104457,0
106232,1
105510,1
105773,1
102394,0
104275,0
103593,0
105869,1
106854,1
107953,1
100285,0
104203,0
106944,1
104180,0
107064,1
102499,0
103703,0
106784,1
106839,1
106903,1
100515,0
106330,1
106231,1
109892,2
102117,0
107072,1
105468,1
104185,0
102684,0
101474,0
103851,0
105997,1
100838,0
101334,0
105709,1
106990,1
102711,0
106902,1
104705,0
107274,1
107496,1
102595,0
106247,1
103885,0
107377,1
104034,0
109192,2
106959,1
109382,2
107740,1
104025,0
107068,1
103977,0
103200,0
105977,1
100592,0
109379,2
102741,0
104874,0
109435,2
105655,1
102076,0
106608,1
105698,1
109636,2
108843,2
102005,0
106081,1
100218,0
106551,1
109356,2
103639,0
107143,1
102966,0
103372,0
107888,1
107759,1
102338,0
101376,0
109817,2
107008,1
107182,1
106288,1
107288,1
102193,0
106606,1
100014,0
100522,0
109931,2
100974,0
109014,2
102140,0
105443,1
107035,1
104147,0
103748,0
109510,2
101617,0
103048,0
103745,0
109528,2
103821,0
100341,0
101664,0
106401,1
102281,0
105652,1
108905,2
102079,0
105628,1
107441,1
100809,0
105818,1
109162,2
103467,0
104999,0
107389,1
102695,0
109400,2
105607,1
103537,0
101531,0
109907,2
106135,1
102254,0
105331,1
103886,0
106885,1
108317,1
103031,0
100710,0
102837,0
102350,0
103770,0
102430,0
100194,0
105415,1
101887,0
106040,1
103072,0
101805,0
106118,1
100897,0
101755,0
103427,0
108716,2
102321,0
108003,1
108873,2
102021,0
106896,1
101224,0
100941,0
106529,1
100567,0
108461,1
106525,1
109211,2
109244,2
107937,1
106541,1
103562,0
105450,1
102365,0
106418,1
109742,2
100281,0
109749,2
103170,0
107557,1
108850,2
104314,0
104815,0
107870,1
106103,1
109354,2
106871,1
101100,0
100405,0
104612,0
105602,1
100336,0
102571,0
102248,0
105381,1
101483,0
108916,2
104582,0
104826,0
107038,1
103206,0
106383,1
105075,1
108012,1
103122,0
108050,1
104517,0
101715,0
104109,0
103585,0
100854,0
104613,0
105590,1
102672,0
100547,0
100203,0
100550,0
102337,0
104769,0
109274,2
104608,0
104718,0
105836,1
107093,1
107155,1
108235,1
109120,2
109083,2
106887,1
103197,0
100544,0
106204,1
109011,2
109262,2
101645,0
101082,0
109445,2
107711,1
103706,0
106700,1
103929,0
106895,1
106412,1
109981,2
105363,1
104172,0
101988,0
106209,1
102054,0
104010,0
101966,0
109476,2
104631,0
103191,0
105704,1
109553,2
102510,0
103156,0
101019,0
100722,0
100356,0
101677,0
109651,2
102950,0
104859,0
104669,0
102793,0
102463,0
106370,1
101542,0
109091,2
108633,2
107163,1
104129,0
104459,0
102213,0
109293,2
102433,0
102617,0
104808,0
100106,0
109287,2
101545,0
108536,2
103418,0
100230,0
103614,0
109805,2
104933,0
103207,0
109820,2
108743,2
106775,1
101464,0
103752,0
108231,1
107794,1
102359,0
107768,1
106945,1
106045,1
103795,0
101140,0
100754,0
107948,1
104885,0
105287,1
103040,0
101085,0
105481,1
109139,2
109432,2
109572,2
102395,0
103653,0
108178,1
101902,0
102844,0
107517,1
106530,1
103846,0
100575,0
102245,0
104246,0
101962,0
107061,1
102007,0
105466,1
106212,1
106217,1
100656,0
107988,1
102564,0
108164,1
105205,1
105878,1
101258,0
101057,0
101000,0
103766,0
109223,2
104054,0
102622,0
104923,0
106514,1
107713,1
101845,0
105044,1
106772,1
109885,2
106010,1
108109,1
103077,0
107085,1
106512,1
109366,2
103095,0
101747,0
109085,2
108842,2
109761,2
106568,1
101167,0
103222,0
103965,0
107631,1
107810,1
108952,2
102043,0
106365,1
102176,0
101030,0
100005,0
105262,1
107654,1
103208,0
102560,0
104242,0
100392,0
100148,0
103777,0
108506,2
105864,1
103658,0
107753,1
107910,1
109394,2
108370,1
103867,0
105616,1
106997,1
107558,1
105754,1
103103,0
101247,0
104945,0
107766,1
101953,0
100802,0
107991,1
108460,1
105539,1
103590,0
102219,0
107848,1
101726,0
108864,2
101254,0
106884,1
107876,1
104530,0
103161,0
100065,0
100609,0
100212,0
103453,0
103542,0
106580,1
104619,0
103555,0
107776,1
107406,1
105777,1
100556,0
105855,1
102909,0
100199,0
108457,1
103451,0
104276,0
101459,0
102501,0
103999,0
103325,0
103598,0
104983,0
109728,2
102763,0
108685,2
101136,0
106237,1
103107,0
107673,1
109281,2
109024,2
103089,0
105515,1
105681,1
108720,2
100480,0
106588,1
107683,1
100517,0
102354,0
106734,1
108130,1
103808,0
102860,0
108330,1
100259,0
103536,0
106024,1
109451,2
106323,1
100427,0
108097,1
103624,0
101889,0
109818,2
103134,0
105326,1
101212,0
105645,1
106328,1
100735,0
103312,0
106594,1
100610,0
104277,0
106171,1
102642,0
108203,1
109187,2
100985,0
103968,0
104039,0
107121,1
100582,0
106847,1
100444,0
100246,0
102084,0
108118,1
104175,0
108733,2
101825,0
108802,2
101263,0
102847,0
109206,2
103691,0
102406,0
103739,0
102552,0
103337,0
105095,1
102187,0
105441,1
105508,1
103913,0
101512,0
102392,0
109331,2
100576,0
108312,1
108602,2
104186,0
100683,0
104926,0
102458,0
101770,0
107071,1
104434,0
108036,1
104924,0
102867,0
101324,0
104177,0
100632,0
108695,2
109075,2
103306,0
105052,1
104598,0
107283,1
101540,0
105061,1
106162,1
108339,1
103944,0
101473,0
105396,1
101658,0
100185,0
106744,1
105224,1
108940,2
100445,0
104629,0
107541,1
105968,1
108582,2
103413,0
100500,0
100580,0
107584,1
101822,0
104047,0
107591,1
109987,2
107879,1
105057,1
104704,0
101500,0
102728,0
109568,2
107458,1
106447,1
106765,1
107256,1
104470,0
108463,1
101896,0
102486,0
105411,1
107065,1
100969,0
101318,0
102227,0
105409,1
107588,1
100035,0
104472,0
102461,0
100947,0
103354,0
105355,1
104036,0
109718,2
104334,0
101153,0
107836,1
108493,1
104380,0
105923,1
106719,1
104100,0
100923,0
106153,1
108719,2
102290,0
101386,0
100529,0
106897,1
100078,0
103450,0
101860,0
104441,0
104760,0
109717,2
106513,1
107426,1
108921,2
109939,2
100145,0
106433,1
107378,1
102685,0
108288,1
103290,0
103485,0
103892,0
108077,1
103722,0
100476,0
101121,0
107983,1
100759,0
100022,0
109046,2
100646,0
106961,1
105760,1
108852,2
100519,0
104313,0
108652,2
104404,0
101227,0
107221,1
103295,0
102975,0
105084,1
100863,0
102171,0
102939,0
107595,1
108621,2
107947,1
101261,0
103668,0
100181,0
102096,0
103578,0
101226,0
100636,0
103314,0
100693,0
105822,1
101908,0
103251,0
103906,0
101029,0
107967,1
104409,0
105317,1
103581,0
109338,2
105889,1
103926,0
105733,1
103970,0
100692,0
102836,0
109313,2
106124,1
107628,1
108111,1
107718,1
109410,2
100460,0
109994,2
104736,0
108608,2
105463,1
102209,0
104068,0
108500,1
104257,0
107567,1
103516,0
105579,1
106350,1
107178,1
109559,2
108389,1
101151,0
108160,1
108697,2
109106,2
109498,2
100252,0
103380,0
107250,1
108487,1
107498,1
109127,2
104548,0
104374,0
103548,0
105155,1
103126,0
104955,0
106483,1
101680,0
101961,0
103393,0
109904,2
108209,1
108197,1
101200,0
100971,0
101828,0
101419,0
107465,1
108358,1
109533,2
107689,1
105873,1
103152,0
103128,0
103033,0
105071,1
107785,1
107156,1
104781,0
106117,1
101090,0
105473,1
108808,2
108131,1
103720,0
106738,1
102994,0
101572,0
102616,0
100778,0
104103,0
107083,1
103175,0
100273,0
109113,2
102517,0
100912,0
104028,0
108805,2
100399,0
103718,0
103063,0
104140,0
107240,1
104706,0
108619,2
100760,0
102820,0
102479,0
100179,0
106223,1
100774,0
109778,2
103276,0
102747,0
101098,0
103059,0
107494,1
100061,0
109160,2
104585,0
109434,2
103138,0
101917,0
105074,1
107755,1
106097,1
107329,1
101912,0
107919,1
103403,0
108237,1
102777,0
109143,2
108901,2
101099,0
103952,0
104256,0
102160,0
104350,0
109733,2
102814,0
102104,0
109060,2
104238,0
108710,2
105874,1
107231,1
102957,0
100849,0
109027,2
106863,1
103131,0
109769,2
104806,0
108829,2
102901,0
101463,0
101330,0
100918,0
101981,0
102811,0
100563,0
105405,1
101060,0
104285,0
104581,0
102774,0
100772,0
105131,1
106029,1
108206,1
108259,1
103741,0
104046,0
101457,0
106390,1
101614,0
100530,0
104649,0
106953,1
101690,0
100137,0
103967,0
101666,0
102604,0
104750,0
102020,0
104050,0
105830,1
100433,0
103283,0
102240,0
101739,0
109156,2
105880,1
102742,0
106701,1
104418,0
100828,0
102925,0
107470,1
107871,1
108826,2
104412,0
109968,2
105658,1
104615,0
104825,0
108599,2
103949,0
104398,0
106593,1
106824,1
103978,0
108321,1
104128,0
101597,0
106129,1
101371,0
102492,0
106026,1
106575,1
103291,0
101255,0
102077,0
101884,0
104687,0
104071,0
104711,0
109551,2
103481,0
109101,2
106894,1
105290,1
106389,1
101134,0
103550,0
106387,1
105845,1
106822,1
105649,1
109856,2
107938,1
104795,0
103744,0
101246,0
101240,0
103243,0
100799,0
105803,1
101769,0
108496,1
102347,0
104663,0
108747,2
104908,0
102759,0
106678,1
103401,0
100481,0
106714,1
108862,2
101865,0
106072,1
101160,0
109134,2
106150,1
104214,0
104007,0
104353,0
109743,2
105393,1
106436,1
104701,0
101391,0
109492,2
101418,0
101567,0
108832,2
101365,0
102766,0
103862,0
105794,1
101835,0
105749,1
103127,0
104083,0
105615,1
108069,1
104163,0
106856,1
104600,0
103330,0
105203,1
109504,2
101772,0
104538,0
109971,2
108570,2
107056,1
103270,0
109406,2
106502,1
108034,1
105199,1
101697,0
102182,0
105143,1
100471,0
104244,0
105005,1
101466,0
103917,0
100426,0
106562,1
104426,0
104865,0
107132,1
108414,1
101322,0
103665,0
105248,1
105744,1
107431,1
106570,1
101221,0
102679,0
107966,1
100153,0
105964,1
101417,0
103976,0
101340,0
107860,1
100020,0
106205,1
105815,1
105660,1
101307,0
100317,0
101176,0
104289,0
109925,2
108920,2
103791,0
108244,1
103630,0
108379,1
100736,0
109862,2
103552,0
107824,1
101904,0
101428,0
100045,0
106224,1
102493,0
108048,1
103684,0
107662,1
100398,0
101619,0
102070,0
106646,1
102580,0
107729,1
100507,0
108987,2
105738,1
104695,0
101409,0
104497,0
105677,1
109329,2
100996,0
106520,1
107123,1
107841,1
108761,2
106004,1
104884,0
106183,1
103767,0
101980,0
101199,0
106858,1
104855,0
106131,1
106110,1
109112,2
102229,0
106271,1
101187,0
100524,0
109464,2
109810,2
102297,0
104331,0
100745,0
105334,1
101014,0
103424,0
100730,0
109825,2
107066,1
107914,1
100718,0
105511,1
105963,1
107814,1
109970,2
103319,0
104720,0
100362,0
102591,0
101012,0
109700,2
104671,0
106967,1
101037,0
105377,1
100492,0
106397,1
104990,0
101216,0
108511,2
104592,0
108576,2
104023,0
100202,0
104442,0
109550,2
108347,1
109456,2
104158,0
101425,0
109526,2
105617,1
108979,2
100942,0
102898,0
108567,2
100763,0
107716,1
107334,1
103196,0
101281,0
107405,1
106955,1
102125,0
107147,1
104413,0
103784,0
109859,2
101535,0
106138,1
103384,0
104758,0
107386,1
104247,0
109586,2
108588,2
108888,2
100832,0
105116,1
100921,0
106104,1
106660,1
109439,2
105246,1
107582,1
105410,1
104838,0
108903,2
100348,0
102519,0
105232,1
105697,1
105354,1
107982,1
104478,0
108057,1
105307,1
103189,0
108302,1
101657,0
106658,1
109482,2
102178,0
106213,1
103184,0
105711,1
109836,2
103082,0
108233,1
108898,2
103179,0
107181,1
104794,0
103592,0
107690,1
106201,1
106518,1
102567,0
109570,2
100352,0
106909,1
105333,1
106238,1
104309,0
102718,0
102082,0
108672,2
106805,1
104452,0
108943,2
106347,1
102965,0
106475,1
100706,0
108552,2
101991,0
104628,0
105434,1
106371,1
103980,0
103549,0
100509,0
103464,0
107617,1
105233,1
108107,1
108731,2
101336,0
100451,0
102191,0
105107,1
105151,1
106768,1
101876,0
106870,1
107456,1
109155,2
100825,0
105067,1
104506,0
109552,2
108561,2
104979,0
104123,0
102040,0
106802,1
101476,0
104150,0
105637,1
105608,1
108054,1
103272,0
105093,1
106881,1
102422,0
106560,1
103935,0
103699,0
105442,1
100979,0
106375,1
102504,0
100535,0
