user_id,community_id,community_size,community_bot_density,community_internal_density,coordination_score,temporal_burstiness
109685,2,362,0.605,0.007744,0.22952,0.0
104566,2,362,0.605,0.007744,0.12508,0.0
103545,2,362,0.605,0.007744,0.13056,0.0
102523,2,362,0.605,0.007744,0.22152,0.0
101500,2,362,0.605,0.007744,0.158,0.0
108672,2,362,0.605,0.007744,0.42316,0.0
108673,2,362,0.605,0.007744,0.38404,0.0
106625,2,362,0.605,0.007744,0.46736,0.0
102531,2,362,0.605,0.007744,0.13612,0.0
103558,2,362,0.605,0.007744,0.12612,0.0
100487,2,362,0.605,0.007744,0.16352,0.0
105609,2,362,0.605,0.007744,0.45652000000000004,0.0
107663,2,362,0.605,0.007744,0.4504,0.0
107670,2,362,0.605,0.007744,0.45928,0.0
104599,2,362,0.605,0.007744,0.14584,0.0
107675,2,362,0.605,0.007744,0.45924000000000004,0.0
105627,2,362,0.605,0.007744,0.43700000000000006,0.0
101533,2,362,0.605,0.007744,0.1262,0.0
102561,2,362,0.605,0.007744,0.13376,0.0
105633,2,362,0.605,0.007744,0.42644000000000004,0.0
103588,2,362,0.605,0.007744,0.12656,0.0
109735,2,362,0.605,0.007744,0.38316,0.0
105642,2,362,0.605,0.007744,0.36704000000000003,0.0
102575,2,362,0.605,0.007744,0.15728,0.0
106672,2,362,0.605,0.007744,0.4228,0.0
108725,2,362,0.605,0.007744,0.43284,0.0
107706,2,362,0.605,0.007744,0.48776,0.0
101563,2,362,0.605,0.007744,0.13356,0.0
109763,2,362,0.605,0.007744,0.29052,0.0
102596,2,362,0.605,0.007744,0.17904,0.0
100551,2,362,0.605,0.007744,0.13244,0.0
103628,2,362,0.605,0.007744,0.12608,0.0
107725,2,362,0.605,0.007744,0.39064000000000004,0.0
106701,2,362,0.605,0.007744,0.39584,0.0
102607,2,362,0.605,0.007744,0.12616,0.0
108754,2,362,0.605,0.007744,0.34443999999999997,0.0
109782,2,362,0.605,0.007744,0.44996,0.0
109784,2,362,0.605,0.007744,0.40299999999999997,0.0
105688,2,362,0.605,0.007744,0.37988,0.0
106715,2,362,0.605,0.007744,0.262,0.0
101601,2,362,0.605,0.007744,0.12704,0.0
106722,2,362,0.605,0.007744,0.47472000000000003,0.0
101603,2,362,0.605,0.007744,0.23528,0.0
107745,2,362,0.605,0.007744,0.36040000000000005,0.0
107750,2,362,0.605,0.007744,0.50012,0.0
100588,2,362,0.605,0.007744,0.15104,0.0
108793,2,362,0.605,0.007744,0.39420000000000005,0.0
107769,2,362,0.605,0.007744,0.44264000000000003,0.0
102651,2,362,0.605,0.007744,0.1262,0.0
105729,2,362,0.605,0.007744,0.37,0.0
107778,2,362,0.605,0.007744,0.34131999999999996,0.0
107783,2,362,0.605,0.007744,0.45972,0.0
105739,2,362,0.605,0.007744,0.36063999999999996,0.0
106763,2,362,0.605,0.007744,0.47628000000000004,0.0
107798,2,362,0.605,0.007744,0.44148000000000004,0.0
101659,2,362,0.605,0.007744,0.15712,0.0
106780,2,362,0.605,0.007744,0.43192,0.0
107805,2,362,0.605,0.007744,0.39592,0.0
107811,2,362,0.605,0.007744,0.33796000000000004,0.0
105765,2,362,0.605,0.007744,0.4868,0.0
103721,2,362,0.605,0.007744,0.125,0.0
106799,2,362,0.605,0.007744,0.24228,0.0
107834,2,362,0.605,0.007744,0.46336,0.0
102716,2,362,0.605,0.007744,0.12676,0.0
100670,2,362,0.605,0.007744,0.14204,0.0
104769,2,362,0.605,0.007744,0.12756,0.0
108870,2,362,0.605,0.007744,0.45824,0.0
104781,2,362,0.605,0.007744,0.15712,0.0
107855,2,362,0.605,0.007744,0.45688,0.0
107859,2,362,0.605,0.007744,0.40364,0.0
106836,2,362,0.605,0.007744,0.4872,0.0
109912,2,362,0.605,0.007744,0.2062,0.0
105817,2,362,0.605,0.007744,0.49484,0.0
108891,2,362,0.605,0.007744,0.48984000000000005,0.0
107868,2,362,0.605,0.007744,0.40908000000000005,0.0
104797,2,362,0.605,0.007744,0.12584,0.0
105821,2,362,0.605,0.007744,0.47240000000000004,0.0
108895,2,362,0.605,0.007744,0.32308000000000003,0.0
106849,2,362,0.605,0.007744,0.42252,0.0
100707,2,362,0.605,0.007744,0.13348,0.0
106852,2,362,0.605,0.007744,0.4844,0.0
102756,2,362,0.605,0.007744,0.16796,0.0
106855,2,362,0.605,0.007744,0.39011999999999997,0.0
107884,2,362,0.605,0.007744,0.44380000000000003,0.0
100721,2,362,0.605,0.007744,0.19956000000000002,0.0
107889,2,362,0.605,0.007744,0.4298,0.0
100723,2,362,0.605,0.007744,0.12632,0.0
102772,2,362,0.605,0.007744,0.15192,0.0
100725,2,362,0.605,0.007744,0.1648,0.0
105848,2,362,0.605,0.007744,0.47628000000000004,0.0
106872,2,362,0.605,0.007744,0.40628000000000003,0.0
109947,2,362,0.605,0.007744,0.26552,0.0
102782,2,362,0.605,0.007744,0.12704,0.0
100735,2,362,0.605,0.007744,0.13672,0.0
105857,2,362,0.605,0.007744,0.45796000000000003,0.0
104834,2,362,0.605,0.007744,0.125,0.0
108942,2,362,0.605,0.007744,0.34784000000000004,0.0
106895,2,362,0.605,0.007744,0.36556,0.0
105873,2,362,0.605,0.007744,0.32076000000000005,0.0
107922,2,362,0.605,0.007744,0.46,0.0
101779,2,362,0.605,0.007744,0.1316,0.0
100755,2,362,0.605,0.007744,0.12564,0.0
109972,2,362,0.605,0.007744,0.30948,0.0
102805,2,362,0.605,0.007744,0.13416,0.0
104853,2,362,0.605,0.007744,0.1258,0.0
109975,2,362,0.605,0.007744,0.30264,0.0
102810,2,362,0.605,0.007744,0.12564,0.0
105886,2,362,0.605,0.007744,0.33568,0.0
108959,2,362,0.605,0.007744,0.37336,0.0
107936,2,362,0.605,0.007744,0.40543999999999997,0.0
104867,2,362,0.605,0.007744,0.12552,0.0
106916,2,362,0.605,0.007744,0.42756,0.0
104868,2,362,0.605,0.007744,0.12648,0.0
108970,2,362,0.605,0.007744,0.40512000000000004,0.0
105899,2,362,0.605,0.007744,0.47364000000000006,0.0
108972,2,362,0.605,0.007744,0.28368000000000004,0.0
104878,2,362,0.605,0.007744,0.12508,0.0
108976,2,362,0.605,0.007744,0.41732,0.0
100791,2,362,0.605,0.007744,0.12944,0.0
101816,2,362,0.605,0.007744,0.13284,0.0
107959,2,362,0.605,0.007744,0.49712,0.0
106945,2,362,0.605,0.007744,0.4554,0.0
108994,2,362,0.605,0.007744,0.394,0.0
105924,2,362,0.605,0.007744,0.41988,0.0
105928,2,362,0.605,0.007744,0.29992,0.0
107978,2,362,0.605,0.007744,0.42432,0.0
102861,2,362,0.605,0.007744,0.12516,0.0
105937,2,362,0.605,0.007744,0.43688,0.0
104913,2,362,0.605,0.007744,0.16748000000000002,0.0
104916,2,362,0.605,0.007744,0.12576,0.0
106966,2,362,0.605,0.007744,0.46224,0.0
105944,2,362,0.605,0.007744,0.41744,0.0
100825,2,362,0.605,0.007744,0.12572,0.0
105951,2,362,0.605,0.007744,0.49744000000000005,0.0
100832,2,362,0.605,0.007744,0.12864,0.0
101865,2,362,0.605,0.007744,0.14196,0.0
103914,2,362,0.605,0.007744,0.12664,0.0
105962,2,362,0.605,0.007744,0.51644,0.0
109037,2,362,0.605,0.007744,0.32776000000000005,0.0
103923,2,362,0.605,0.007744,0.12544,0.0
105981,2,362,0.605,0.007744,0.35948,0.0
100862,2,362,0.605,0.007744,0.13212,0.0
109055,2,362,0.605,0.007744,0.33432,0.0
109056,2,362,0.605,0.007744,0.49668,0.0
108033,2,362,0.605,0.007744,0.41708,0.0
100866,2,362,0.605,0.007744,0.143,0.0
109061,2,362,0.605,0.007744,0.33144,0.0
102922,2,362,0.605,0.007744,0.12584,0.0
108054,2,362,0.605,0.007744,0.3796,0.0
104985,2,362,0.605,0.007744,0.12636,0.0
104987,2,362,0.605,0.007744,0.14404,0.0
103963,2,362,0.605,0.007744,0.1254,0.0
108068,2,362,0.605,0.007744,0.40052,0.0
102952,2,362,0.605,0.007744,0.12532,0.0
109105,2,362,0.605,0.007744,0.37864000000000003,0.0
106035,2,362,0.605,0.007744,0.33576000000000006,0.0
105014,2,362,0.605,0.007744,0.50732,0.0
107065,2,362,0.605,0.007744,0.48792,0.0
105018,2,362,0.605,0.007744,0.47144,0.0
101950,2,362,0.605,0.007744,0.13832,0.0
107071,2,362,0.605,0.007744,0.40552000000000005,0.0
109125,2,362,0.605,0.007744,0.3448,0.0
100935,2,362,0.605,0.007744,0.22204000000000002,0.0
107093,2,362,0.605,0.007744,0.35564,0.0
102997,2,362,0.605,0.007744,0.1956,0.0
108121,2,362,0.605,0.007744,0.40636,0.0
106074,2,362,0.605,0.007744,0.47948,0.0
105051,2,362,0.605,0.007744,0.28212000000000004,0.0
109148,2,362,0.605,0.007744,0.26808,0.0
104028,2,362,0.605,0.007744,0.17616,0.0
107106,2,362,0.605,0.007744,0.34216,0.0
109155,2,362,0.605,0.007744,0.4082,0.0
