user_id,screen_name,account_type,label,created_at,account_age_days,followers_count,following_count,post_count,verified,posts_per_day,reply_ratio,retweet_ratio,mention_ratio,url_ratio,hashtag_ratio,duplicate_content_ratio,has_profile_image,has_description,default_profile,profile_completeness,location,listed_count
107967,user_107967,bot,1,2023-08-12,142,35,734,612,0,130.2616,0.0653,0.8744,0.0018,0.8003,0.7024,0.7025,0,1,1,0.0813,,13.0
106078,user_106078,bot,1,2022-12-25,372,22,5015,286,0,26.4194,0.0589,0.8594,0.004,0.7373,0.8169,0.5553,0,0,1,0.2106,"California, USA",135.0
100108,user_100108,human,0,2018-10-15,1904,353,215,464,0,3.4255,0.1124,0.3365,0.1169,0.8944,0.274,0.0634,1,1,0,0.1626,"Dubai, UAE",0.0
101316,user_101316,human,0,2021-03-25,1012,967,86,3889,0,3.2648,0.3631,0.1482,0.3133,0.1568,0.016,0.0684,0,0,1,0.9156,"Tokyo, Japan",2.0
108188,user_108188,bot,1,2022-07-13,537,73,2893,617,0,70.8981,0.0265,0.6641,0.0202,0.8364,0.7898,0.3864,0,1,1,0.2567,"Seoul, South Korea",9.0
102754,user_102754,human,0,2019-04-28,1709,111,318,1789,0,3.8584,0.1649,0.2015,0.0052,0.3008,0.182,0.0538,0,1,0,0.8213,,16.0
109754,user_109754,suspicious,2,2022-01-25,706,51,1700,15,0,2.818,0.1506,0.3133,0.0123,0.6544,0.4646,0.6744,1,0,0,0.5477,"Berlin, Germany",9.0
106232,user_106232,bot,1,2022-04-14,627,3,190,915,0,41.7338,0.2109,0.6799,0.0661,0.9436,0.6642,0.9706,1,1,0,0.5203,"Berlin, Germany",10.0
102877,user_102877,human,0,2020-08-11,1238,135,17,435,0,3.8272,0.0446,0.1864,0.1959,0.0161,0.0211,0.0163,0,0,0,0.8591,,1.0
105324,user_105324,bot,1,2021-10-06,817,71,5688,402,0,105.9308,0.1908,0.8052,0.0452,0.5277,0.8845,0.7292,1,0,1,0.3361,"Paris, France",12.0
100800,user_100800,human,0,2019-01-10,1817,124,1061,5253,1,0.8968,0.3469,0.2691,0.1015,0.1368,0.2206,0.0286,1,1,1,0.7836,"London, UK",
103571,user_103571,human,0,2019-07-25,1621,112,171,314,0,1.0605,0.3523,0.4915,0.1418,0.1531,0.083,0.0439,1,0,0,0.8688,"Mumbai, India",6.0
102895,user_102895,human,0,2018-03-29,2104,18,161,10,0,1.1118,0.3648,0.1267,0.101,0.142,0.0517,0.0313,1,0,1,0.788,,116.0
102928,user_102928,human,0,2018-09-21,1928,408,382,186,0,3.1671,0.3261,0.0397,0.1403,0.201,0.7092,0.0014,1,1,0,0.9553,"London, UK",1.0
108179,user_108179,bot,1,2023-04-04,272,19,3608,412,0,82.7185,0.0019,0.9325,0.0984,0.226,0.5593,0.6755,0,0,1,0.2946,"Sydney, Australia",2.0
100972,user_100972,human,0,2020-03-11,1391,330,196,149,0,2.01,0.2902,0.4659,0.1728,0.0481,0.3004,0.056,1,1,0,0.443,"Mumbai, India",3.0
106688,user_106688,bot,1,2021-07-25,890,1,393,9905,0,5.0,0.0095,0.4758,0.0,0.3559,0.4441,0.7842,1,0,0,0.0221,"Toronto, Canada",9.0
108576,user_108576,suspicious,2,2023-12-02,30,7,1145,557,0,17.1013,0.2071,0.4261,0.1124,0.2269,0.3975,0.6155,0,1,0,0.4468,,19.0
102021,user_102021,human,0,2018-12-23,1835,7137,119,2254,0,1.1962,0.1976,0.402,0.0684,0.0538,0.0803,0.3882,1,1,0,0.8922,"Mumbai, India",
109055,user_109055,suspicious,2,2022-09-11,477,4034,39,3838,0,28.994,0.2639,0.3089,0.3763,0.3633,0.2371,0.5233,1,1,0,0.2477,"Berlin, Germany",0.0
100953,user_100953,human,0,2021-02-16,1049,112,673,200,0,1.145,0.5121,0.4478,0.0047,0.0955,0.1348,0.1049,1,0,1,0.4181,,
105360,user_105360,bot,1,2022-02-22,678,38,332,3546,0,37.781,0.0531,0.7642,0.1398,0.8362,0.5551,0.8879,0,0,1,0.1064,"Seoul, South Korea",1.0
103858,user_103858,human,0,2018-02-07,2154,402,148,1595,0,4.8616,0.5197,0.2993,0.0802,0.3473,0.2138,0.0112,1,0,0,0.7085,,5.0
105862,user_105862,bot,1,2023-05-28,218,8,8486,1063,0,64.7326,0.0205,0.62,0.0135,0.6574,0.3852,0.5681,0,0,1,0.0132,"Berlin, Germany",411.0
103146,user_103146,human,0,2018-04-20,2082,318,410,814,0,0.1,0.047,0.1173,0.5178,0.1203,0.0384,0.1793,0,1,0,0.763,"Mumbai, India",78.0
103306,user_103306,human,0,2017-05-01,2436,1093,128,1065,0,4.4427,0.7556,0.2635,0.0624,0.011,0.3583,0.0071,1,1,1,0.8845,"California, USA",
103007,user_103007,human,0,2018-04-11,2091,384,91,59,0,2.4951,0.3707,0.2036,0.0213,0.1266,0.0091,0.0012,1,1,0,0.8429,"London, UK",40.0
109002,user_109002,suspicious,2,2021-11-04,788,106,7694,8978,0,16.2998,0.1816,0.4449,0.0837,0.4037,0.6806,0.5895,1,0,0,0.5111,,7.0
107771,user_107771,bot,1,2023-12-28,4,69,338,688,0,49.7807,0.0806,0.86,0.0493,0.3908,0.6312,0.5462,1,0,1,0.4372,,4.0
107439,user_107439,bot,1,2022-11-27,400,3,1652,32928,0,55.9743,0.0357,0.799,0.0153,0.3454,0.6019,0.7865,0,1,1,0.0817,"Dubai, UAE",6.0
107943,user_107943,bot,1,2023-05-14,232,7,735,3369,0,5.6973,0.0845,0.6054,0.0958,0.3625,0.8862,0.8352,1,0,0,0.2513,,1.0
109239,user_109239,suspicious,2,2022-04-29,612,576,2906,1421,0,14.9101,0.3959,0.7133,0.0864,0.4276,0.3555,0.3863,0,1,1,0.3563,,4.0
101057,user_101057,human,0,2019-02-12,1784,369,89,684,0,3.7314,0.4207,0.1778,0.4458,0.2246,0.0544,0.0047,1,1,0,0.5589,"New York, USA",3.0
103155,user_103155,human,0,2020-10-12,1176,1325,31,140,0,1.6162,0.2253,0.3624,0.037,0.5428,0.0128,0.0464,1,1,0,0.9726,"London, UK",3.0
103788,user_103788,human,0,2020-07-12,1268,210,129,6821,0,4.4241,0.4239,0.3044,0.0258,0.0802,0.2531,0.0116,1,1,0,0.7342,,11.0
109190,user_109190,suspicious,2,2023-04-08,268,7,913,102,0,11.2889,0.0423,0.7919,0.209,0.3278,0.2332,0.6319,1,0,0,0.689,"Berlin, Germany",142.0
107826,user_107826,bot,1,2023-07-15,170,32,176,214,0,29.9401,0.3003,0.6054,0.0022,0.7914,0.7282,0.6455,0,0,1,0.3582,"Mumbai, India",1.0
107540,user_107540,bot,1,2023-02-08,327,130,2511,1880,0,100.746,0.0102,0.3295,0.0213,0.4447,0.4577,0.881,0,1,0,0.5599,"Tokyo, Japan",15.0
107232,user_107232,bot,1,2022-05-22,589,42,952,543,0,5.0,0.006,0.8031,0.0554,0.8159,0.7876,0.6868,0,0,1,0.4695,"Dubai, UAE",13.0
100765,user_100765,human,0,2017-03-09,2489,387,1583,5504,0,3.7405,0.2751,0.044,0.0915,0.3341,0.1938,0.0002,1,0,0,0.6979,,1.0
105020,user_105020,bot,1,2022-04-17,624,38,1110,41090,0,18.1424,0.0685,0.8263,0.0027,0.7221,0.6271,0.8228,1,0,1,0.037,"London, UK",1.0
104904,user_104904,human,0,2019-09-08,1576,310,182,940,0,3.0461,0.1469,0.366,0.1876,0.469,0.1642,0.0428,1,1,0,0.9698,"Tokyo, Japan",38.0
108094,user_108094,bot,1,2022-03-02,670,31,1789,3269,0,123.2937,0.1739,0.8263,0.1062,0.795,0.779,0.7545,1,1,1,0.5587,"California, USA",0.0
106844,user_106844,bot,1,2022-05-01,610,16,3858,1625,0,55.3258,0.1498,0.5329,0.0366,0.8807,0.9241,0.5506,0,0,1,0.1383,,58.0
102166,user_102166,human,0,2020-09-28,1190,277,541,514,0,4.2801,0.2756,0.5016,0.0834,0.4682,0.081,0.0136,1,1,0,0.9631,"Mumbai, India",3.0
101863,user_101863,human,0,2017-10-08,2276,6003,516,784,0,0.1,0.1196,0.1398,0.297,0.3325,0.4517,0.0643,1,0,0,0.8908,"Toronto, Canada",0.0
107851,user_107851,bot,1,2023-09-09,114,6,4941,219,0,8.3406,0.1122,0.5519,0.0023,0.9267,0.4711,0.8608,0,0,0,0.0524,"Toronto, Canada",8.0
109124,user_109124,suspicious,2,2020-09-26,1192,17,257,3682,0,29.1115,0.0939,0.6528,0.2952,0.2231,0.3203,0.2965,1,0,1,0.1898,"Sao Paulo, Brazil",6.0
102341,user_102341,human,0,2017-12-04,2219,134,154,303,0,2.6079,0.1537,0.5064,0.1393,0.37,0.1341,0.022,1,1,0,0.3926,,20.0
105528,user_105528,bot,1,2023-12-04,28,1634,3071,2292,0,21.1679,0.056,0.493,0.0731,0.8165,0.2833,0.9221,0,0,1,0.2381,"Berlin, Germany",51.0
106744,user_106744,bot,1,2022-12-19,378,72,7518,2640,0,88.2099,0.0951,0.6279,0.0183,0.4231,0.595,0.721,0,0,1,0.1747,"London, UK",10.0
104004,user_104004,human,0,2018-04-19,2083,17,646,296,0,5.8559,0.3804,0.3403,0.1053,0.1026,0.1273,0.0345,1,1,0,0.7779,"Paris, France",1.0
101124,user_101124,human,0,2020-12-13,1114,452,356,146,0,0.9517,0.1278,0.152,0.2655,0.3261,0.0991,0.1322,1,1,0,0.7999,"Mumbai, India",2.0
108710,user_108710,suspicious,2,2022-05-09,602,431,197,11326,0,28.1155,0.074,0.5949,0.0221,0.6186,0.4962,0.628,1,0,1,0.4195,,22.0
104050,user_104050,human,0,2018-06-06,2035,1267,77,1495,0,1.7983,0.0895,0.082,0.074,0.446,0.3166,0.0253,1,0,0,0.5403,,3.0
107641,user_107641,bot,1,2023-07-08,177,104,224,1527,0,49.2494,0.0333,0.7381,0.0566,0.302,0.8701,0.8151,0,0,0,0.0544,"Seoul, South Korea",4.0
100766,user_100766,human,0,2020-03-24,1378,204,749,1221,0,2.238,0.4498,0.4683,0.3287,0.7894,0.0032,0.0226,1,0,0,0.3399,"Berlin, Germany",1.0
102345,user_102345,human,0,2022-08-12,507,167,81,432,0,0.3513,0.063,0.1537,0.5788,0.4211,0.1134,0.1282,1,0,1,0.2371,,14.0
104072,user_104072,human,0,2020-03-25,1377,151,190,1114,0,5.3736,0.2603,0.0927,0.1713,0.2106,0.5263,0.1252,1,0,0,0.5743,"Dubai, UAE",6.0
107217,user_107217,bot,1,2023-12-31,1,19,1072,960,0,85.4451,0.1541,0.669,0.0471,0.7612,0.6537,0.7568,0,0,1,0.094,,5.0
104217,user_104217,human,0,2016-01-10,2913,2017,254,12320,0,3.5784,0.3235,0.0719,0.1983,0.2612,0.1503,0.0525,1,0,1,0.243,,4.0
107953,user_107953,bot,1,2023-02-02,333,3,9726,532,0,40.7817,0.193,0.6077,0.0006,0.4448,0.5094,0.8455,0,0,1,0.1915,,15.0
105971,user_105971,bot,1,2023-12-31,1,3,602,3009,0,5.0,0.0925,0.3392,0.0084,0.6289,0.4674,0.7974,0,0,1,0.1419,"Sydney, Australia",8.0
103351,user_103351,human,0,2019-12-05,1488,34,76,474,0,5.6904,0.2124,0.3959,0.1877,0.2894,0.0246,0.0001,0,0,0,0.7996,,7.0
104696,user_104696,human,0,2019-05-26,1681,99,22,668,0,2.7132,0.1254,0.5141,0.1085,0.443,0.2633,0.0482,1,1,0,0.7722,"Mumbai, India",5.0
103400,user_103400,human,0,2019-09-27,1557,312,1000,2297,0,0.1537,0.3945,0.015,0.3019,0.1304,0.1555,0.0419,1,1,1,0.9679,"London, UK",2.0
104082,user_104082,human,0,2020-03-21,1381,3672,2205,345,0,0.1,0.4442,0.0695,0.0692,0.0821,0.2174,0.0055,1,1,0,0.9374,"London, UK",16.0
109150,user_109150,suspicious,2,2023-03-03,304,2,32,1531,0,18.7639,0.0817,0.5237,0.1235,0.6797,0.581,0.6549,1,0,0,0.6518,"Sao Paulo, Brazil",6.0
101225,user_101225,human,0,2019-05-19,1688,721,687,1695,0,0.8205,0.583,0.49,0.0018,0.7464,0.5362,0.0193,1,0,0,0.946,,6.0
106293,user_106293,bot,1,2022-11-28,399,266,771,5805,0,96.2906,0.1354,0.7387,0.0284,0.8548,0.9675,0.8812,0,0,1,0.2023,,47.0
103123,user_103123,human,0,2018-04-08,2094,618,80,202,0,2.286,0.1804,0.1448,0.1139,0.5878,0.0676,0.0002,1,1,0,0.5897,"Mumbai, India",21.0
100511,user_100511,human,0,2018-08-18,1962,404,77,2707,0,4.0127,0.3116,0.3471,0.095,0.3386,0.0332,0.0718,1,1,0,0.7932,"Sao Paulo, Brazil",98.0
105795,user_105795,bot,1,2022-09-14,474,508,3023,316,0,5.0,0.0292,0.9136,0.007,0.6386,0.4388,0.5028,1,0,1,0.119,,19.0
108182,user_108182,bot,1,2023-08-20,134,2,998,170,0,23.2351,0.0332,0.2821,0.004,0.6494,0.5776,0.8919,0,0,1,0.0711,,4.0
109418,user_109418,suspicious,2,2021-10-07,816,260,311,3641,0,6.7641,0.079,0.7312,0.0084,0.5891,0.6823,0.7575,1,0,1,0.2705,,0.0
100097,user_100097,human,0,2018-08-03,1977,1253,548,581,0,0.7573,0.7218,0.0945,0.1328,0.0661,0.0727,0.0121,1,1,0,0.8303,"Tokyo, Japan",
106682,user_106682,bot,1,2023-11-19,43,33,1305,30736,0,41.0799,0.1946,0.537,0.0143,0.5846,0.7481,0.7172,0,0,1,0.2809,"Sydney, Australia",7.0
101513,user_101513,human,0,2020-04-02,1369,105,109,595,0,1.9065,0.419,0.1233,0.1076,0.002,0.1824,0.0249,1,1,1,0.9064,,36.0
108792,user_108792,suspicious,2,2020-07-26,1254,7,195,9225,0,26.7035,0.5257,0.9342,0.002,0.5193,0.7191,0.7498,0,1,1,0.1033,,84.0
100120,user_100120,human,0,2017-11-02,2251,1124,63,12561,0,0.1292,0.0561,0.5927,0.2019,0.4698,0.2804,0.0,0,1,0,0.4157,"California, USA",12.0
107792,user_107792,bot,1,2022-09-08,480,19,485,647,0,18.7657,0.2854,0.7586,0.0289,0.7654,0.5569,0.9316,0,0,1,0.3828,,4.0
106518,user_106518,bot,1,2022-03-03,669,280,136,640,0,41.3442,0.0002,0.6272,0.0101,0.5773,0.5565,0.752,1,0,0,0.1653,"Seoul, South Korea",0.0
100034,user_100034,human,0,2020-10-23,1165,740,127,7643,0,3.3396,0.1813,0.2312,0.1171,0.2226,0.241,0.089,1,1,0,0.7498,,
107888,user_107888,bot,1,2023-02-02,333,174,562,902,0,51.1626,0.1152,0.8061,0.0036,0.8163,0.8104,0.5768,0,0,1,0.2775,"Paris, France",10.0
106831,user_106831,bot,1,2021-11-14,778,1,782,954,0,55.9819,0.04,0.6533,0.0674,0.3904,0.8994,0.7789,0,0,0,0.5249,,0.0
105422,user_105422,bot,1,2022-09-13,475,5,413,1248,0,32.7396,0.09,0.7737,0.0048,0.7126,0.9036,0.3166,1,0,0,0.067,"California, USA",
101069,user_101069,human,0,2019-11-04,1519,1212,1435,55,0,3.1809,0.4783,0.3416,0.1698,0.222,0.1385,0.0045,1,0,0,0.6589,"Toronto, Canada",2.0
101348,user_101348,human,0,2017-07-16,2360,2228,1227,1088,0,2.6474,0.3983,0.0526,0.0721,0.2622,0.0358,0.0159,0,1,0,0.9217,,4.0
104748,user_104748,human,0,2020-11-09,1148,58,13,2407,0,0.7225,0.0545,0.2735,0.169,0.5895,0.1456,0.0043,0,0,1,0.858,"Sydney, Australia",1.0
106006,user_106006,bot,1,2023-01-01,365,849,2294,25409,0,5.0,0.0313,0.698,0.0032,0.7711,0.9303,0.8788,0,0,1,0.2454,"Sao Paulo, Brazil",0.0
106040,user_106040,bot,1,2022-01-11,720,18,2742,1044,0,15.7236,0.0492,0.8539,0.0871,0.3195,0.7791,0.9405,1,0,0,0.1237,,4.0
103818,user_103818,human,0,2019-04-12,1725,373,94,1299,0,5.4709,0.3017,0.3238,0.1185,0.2753,0.0494,0.0001,1,0,0,0.7918,"Berlin, Germany",5.0
108447,user_108447,bot,1,2023-08-10,144,1069,19112,661,0,38.8093,0.0387,0.895,0.094,0.6787,0.8872,0.7388,0,0,1,0.1507,"Tokyo, Japan",0.0
105270,user_105270,bot,1,2023-12-31,1,0,248,11323,0,109.2538,0.1854,0.5799,0.1738,0.6288,0.6269,0.6471,0,0,0,0.3145,"Paris, France",5.0
106898,user_106898,bot,1,2023-04-08,268,13,943,1919,0,5.0,0.1219,0.4843,0.0563,0.4067,0.6562,0.4617,0,0,0,0.2715,,11.0
105310,user_105310,bot,1,2023-12-12,20,27,26685,326,0,41.3535,0.0627,0.7429,0.0001,0.8363,0.9569,0.7911,0,1,1,0.3207,"Seoul, South Korea",39.0
100032,user_100032,human,0,2016-01-12,2911,2167,761,64,0,4.6346,0.0691,0.5617,0.0977,0.1763,0.2453,0.0856,1,1,0,0.8944,"Toronto, Canada",3.0
