source_user_id,target_user_id,interaction_type,weight,timestamp
103223,100170,retweets,0.183,2023-12-02
101707,100405,replies,0.249,2023-01-15
107503,104243,mentions,0.539,2023-05-24
109479,105319,retweets,0.653,2023-04-06
104226,100492,follows,0.674,2023-06-04
105219,108698,retweets,0.322,2023-02-03
109903,109163,retweets,0.612,2023-10-24
108993,102558,follows,0.481,2023-09-01
103707,106814,follows,0.236,2023-09-08
108688,101087,replies,0.426,2023-09-28
106089,107685,retweets,0.858,2023-05-16
100435,101744,replies,0.703,2023-07-06
101590,100867,follows,0.351,2023-06-12
100928,100945,follows,0.49,2023-08-27
106389,101785,mentions,0.745,2023-01-17
100390,107481,replies,0.411,2023-05-15
101735,101746,follows,0.328,2023-09-05
107812,108482,mentions,0.864,2023-01-02
106498,107957,retweets,0.814,2023-09-14
104287,100640,replies,0.339,2023-08-30
107345,108120,follows,0.886,2023-10-13
105861,109217,mentions,0.625,2023-05-22
108353,107048,retweets,0.313,2023-12-09
102149,103378,retweets,0.532,2023-09-04
106560,107779,mentions,0.321,2023-02-11
104998,109300,retweets,0.406,2023-02-22
109968,106140,follows,0.439,2023-07-21
107004,109357,follows,0.072,2023-07-23
103848,101086,follows,0.175,2023-05-05
100300,100301,retweets,0.379,2023-07-31
103590,100410,retweets,0.415,2023-09-21
102071,101705,follows,0.327,2023-02-15
102507,100205,follows,0.813,2023-12-13
104412,104438,retweets,0.348,2023-12-19
104482,100248,replies,0.291,2023-01-11
108512,107549,follows,0.75,2023-07-26
107464,106032,mentions,0.978,2023-10-06
106923,108139,retweets,0.774,2023-05-27
108826,108507,mentions,0.645,2023-07-14
103954,104972,follows,0.701,2023-07-25
100703,105424,replies,0.493,2023-04-28
109983,109402,follows,0.149,2023-02-21
104189,101719,follows,0.741,2023-02-26
107248,108837,follows,0.923,2023-07-27
101734,104661,retweets,0.392,2023-02-25
109236,109681,retweets,0.797,2023-04-08
106426,107619,retweets,0.777,2023-04-04
103554,104296,follows,0.682,2023-11-13
101327,101287,replies,0.722,2023-11-16
101504,100784,mentions,0.079,2023-05-29
103594,100979,follows,0.688,2023-07-03
100168,102479,retweets,0.332,2023-09-19
107309,107170,retweets,0.804,2023-04-06
104728,102110,follows,0.128,2023-06-19
106370,104954,retweets,0.956,2023-04-27
107543,107765,retweets,0.11,2023-04-20
104318,100904,retweets,0.044,2023-09-24
109820,108288,replies,0.592,2023-12-22
101094,100277,follows,0.414,2023-06-11
109534,106564,mentions,0.59,2023-07-08
104358,107706,follows,0.306,2023-09-16
109992,109665,retweets,0.669,2023-05-19
100708,100561,retweets,0.403,2023-05-03
107979,105157,mentions,0.789,2023-01-29
104037,103059,retweets,0.548,2023-10-14
101075,104438,retweets,0.262,2023-05-05
102113,103571,retweets,0.46,2023-02-17
109492,103482,follows,0.198,2023-04-27
100225,109979,retweets,0.22,2023-10-29
107864,101792,mentions,0.266,2023-12-17
107228,107282,replies,0.859,2023-05-13
104763,100659,follows,0.427,2023-07-10
107352,107578,replies,0.658,2023-03-02
106407,106826,follows,0.437,2023-11-21
109343,109879,retweets,0.422,2023-05-25
101375,104429,follows,0.637,2023-12-06
101185,102653,follows,0.227,2023-03-11
103520,102327,mentions,0.16,2023-06-23
101885,101066,mentions,0.426,2023-09-12
106185,103475,follows,0.137,2023-01-04
103768,100345,follows,0.556,2023-11-29
103340,100973,follows,0.191,2023-05-22
103334,101184,follows,0.949,2023-05-26
103738,100819,retweets,0.358,2023-09-10
103709,101066,retweets,0.254,2023-09-18
105359,106729,replies,0.742,2023-12-23
109546,100221,replies,0.535,2023-08-13
103492,105047,follows,0.434,2023-07-22
104327,101523,replies,0.271,2023-10-18
107605,107670,retweets,0.809,2023-08-29
108134,109284,retweets,0.799,2023-04-06
107879,101803,follows,0.289,2023-05-17
106121,106741,follows,0.802,2023-12-16
109766,109587,replies,0.712,2023-11-14
100642,101677,retweets,0.77,2023-01-12
104262,104914,replies,0.663,2023-03-07
103169,101153,follows,0.506,2023-06-14
100082,100748,replies,0.734,2023-02-02
109633,107361,retweets,0.739,2023-10-25
102248,100511,retweets,0.653,2023-01-24
103945,100517,retweets,0.48,2023-02-25
105855,103578,follows,0.49,2023-07-01
104478,100991,replies,0.404,2023-05-21
103019,102472,mentions,0.249,2023-09-03
108416,107841,retweets,0.831,2023-08-11
100235,101360,follows,0.673,2023-01-03
105897,107992,follows,0.21,2023-09-24
106124,106688,follows,0.745,2023-01-05
101135,102681,retweets,0.445,2023-02-27
105555,108237,retweets,0.866,2023-07-18
100677,104553,retweets,0.438,2023-09-07
102892,101007,replies,0.876,2023-04-18
106881,109351,retweets,0.68,2023-08-13
109706,109432,follows,0.714,2023-09-17
107133,109107,retweets,0.864,2023-01-30
102275,102192,replies,0.443,2023-09-02
100604,106096,follows,0.288,2023-01-11
108600,109358,retweets,0.519,2023-01-08
106886,106860,retweets,0.498,2023-03-23
109682,100037,retweets,0.722,2023-11-07
100468,104830,replies,0.62,2023-04-05
100212,104459,follows,0.313,2023-08-06
102518,103872,retweets,0.344,2023-08-07
104915,101603,follows,0.345,2023-06-02
103662,100961,mentions,0.303,2023-01-13
108970,108858,mentions,0.538,2023-04-01
109304,108148,retweets,0.467,2023-05-25
105547,105807,follows,0.879,2023-11-25
107011,106717,follows,0.567,2023-11-10
104254,102200,follows,0.143,2023-02-03
100537,104310,follows,0.968,2023-06-19
103125,101744,follows,0.804,2023-11-12
108294,105740,replies,0.919,2023-07-23
108139,105449,replies,0.573,2023-10-05
103690,109585,follows,0.208,2023-07-22
109417,101655,retweets,0.779,2023-04-24
107482,107855,follows,0.861,2023-09-13
108562,108651,retweets,0.493,2023-12-10
108613,109712,replies,0.675,2023-09-03
108459,106629,follows,0.963,2023-06-17
103141,101854,mentions,0.171,2023-08-31
106650,100575,replies,0.549,2023-03-26
102486,103563,mentions,0.399,2023-08-27
104950,101180,follows,0.235,2023-05-06
102700,103105,retweets,0.514,2023-03-11
100224,106028,mentions,0.197,2023-02-13
104533,105822,retweets,0.342,2023-02-14
100404,105577,follows,0.44,2023-05-31
103830,104881,follows,0.31,2023-11-10
105886,109938,retweets,0.708,2023-07-13
106441,108263,retweets,0.797,2023-08-08
101448,101025,retweets,0.788,2023-11-14
109833,101040,follows,0.355,2023-05-13
109909,104014,follows,0.186,2023-04-25
101348,100201,replies,0.398,2023-11-21
101486,107131,retweets,0.285,2023-06-11
107986,106990,retweets,0.759,2023-01-22
104088,100098,retweets,0.766,2023-07-20
100074,101804,mentions,0.146,2023-01-26
102109,102554,follows,0.797,2023-03-14
103568,106939,retweets,0.18,2023-12-23
107122,106686,follows,0.824,2023-10-22
106979,100640,retweets,0.862,2023-08-29
107610,103188,replies,0.48,2023-03-21
108524,105227,follows,0.827,2023-04-28
109783,108070,replies,0.698,2023-06-06
100987,100056,follows,0.38,2023-01-22
102121,102497,replies,0.199,2023-07-30
109437,105911,retweets,0.339,2023-05-01
109596,106832,follows,0.516,2023-02-06
101877,101519,follows,0.922,2023-01-24
109820,109498,mentions,0.652,2023-02-14
108678,107617,retweets,0.438,2023-12-30
100816,104187,mentions,0.465,2023-11-26
101008,109581,follows,0.359,2023-07-29
105350,103470,retweets,0.463,2023-09-04
100435,101350,retweets,0.425,2023-08-12
100162,100764,mentions,0.378,2023-01-07
100939,102704,follows,0.872,2023-03-18
108570,108655,retweets,0.502,2023-02-11
109257,109688,retweets,0.706,2023-08-22
108104,105823,retweets,0.952,2023-10-21
106212,107184,replies,0.719,2023-03-16
102704,105595,follows,0.19,2023-09-14
109827,108767,follows,0.452,2023-08-03
103887,108318,replies,0.27,2023-09-03
103503,101684,mentions,0.55,2023-04-12
101930,101750,follows,0.125,2023-01-17
106716,107760,replies,0.564,2023-05-02
101259,106479,mentions,0.599,2023-01-11
104186,102125,replies,0.106,2023-10-04
103808,108787,retweets,0.129,2023-05-09
107910,107018,replies,0.536,2023-04-12
105038,109309,retweets,0.826,2023-07-02
102328,106894,retweets,0.355,2023-01-20
107959,108121,retweets,0.898,2023-12-17
108638,107249,follows,0.786,2023-07-25
105154,105789,follows,0.405,2023-08-21
103554,104202,follows,0.492,2023-05-06
105188,104718,follows,0.854,2024-01-01
108668,106573,retweets,0.373,2023-05-19
105662,108182,follows,0.578,2023-12-02
102122,109268,follows,0.065,2023-03-25
106590,107578,follows,0.762,2023-06-15
100266,100748,retweets,0.565,2023-06-19
106066,107943,mentions,0.816,2023-04-16
101978,102198,mentions,0.361,2023-03-24
105902,109015,follows,0.408,2023-02-25
101762,100241,retweets,0.285,2023-11-24
106650,107334,retweets,0.814,2023-07-03
106964,102915,retweets,0.4,2023-08-09
104392,103647,follows,0.739,2023-11-08
105588,105229,replies,0.566,2023-04-08
101317,103470,replies,0.9,2023-07-14
102269,104012,follows,0.254,2023-03-26
106374,107826,retweets,0.582,2023-11-03
107725,106164,retweets,0.902,2023-05-03
102192,104703,mentions,0.228,2023-06-04
106733,107768,retweets,0.826,2023-02-26
105119,105821,replies,0.653,2023-12-22
108062,105190,follows,0.84,2023-10-24
105455,109054,follows,0.835,2023-09-12
105820,104191,replies,0.608,2023-07-26
108136,105522,replies,0.692,2023-03-25
100758,103462,retweets,0.278,2023-08-21
108535,106920,replies,0.804,2023-07-16
106203,107948,mentions,0.053,2023-02-22
109324,109854,retweets,0.457,2023-11-14
106305,108568,follows,0.914,2023-10-12
103407,101307,follows,0.457,2023-05-18
100401,102285,follows,0.525,2023-11-29
104183,104581,replies,0.523,2023-11-19
107078,106609,follows,0.953,2023-04-07
103116,104765,follows,0.797,2023-11-13
106298,102301,retweets,0.777,2023-05-17
101015,104514,mentions,0.503,2023-06-28
107190,108383,retweets,0.585,2023-04-11
108860,107451,follows,0.314,2023-10-05
107053,101689,mentions,0.497,2023-01-27
108276,103433,retweets,0.343,2023-11-28
101969,104048,follows,0.455,2023-09-30
101665,104801,follows,0.493,2023-11-19
106544,108175,retweets,0.96,2023-12-05
104315,100581,retweets,0.277,2023-01-02
108880,105303,replies,0.235,2023-11-02
109026,106073,retweets,0.763,2023-10-03
108618,109490,follows,0.615,2023-12-22
100504,108681,follows,0.214,2023-03-14
104141,101456,replies,0.747,2023-08-02
102695,101522,replies,0.375,2023-09-13
102071,102256,follows,0.373,2023-04-07
107465,106476,retweets,0.543,2023-07-26
101690,103496,replies,0.678,2023-05-11
109652,106631,follows,0.607,2023-04-29
102506,104709,follows,0.887,2023-10-23
102583,101273,retweets,0.296,2023-01-11
101091,101238,mentions,0.167,2023-07-08
100731,109405,mentions,0.078,2023-08-30
108678,108535,follows,0.887,2023-04-28
109678,108237,mentions,0.604,2023-10-11
103263,103052,mentions,0.643,2023-12-29
108470,100172,follows,0.469,2023-03-19
109251,108012,follows,0.596,2023-11-28
105052,109365,follows,0.599,2023-02-11
103012,101225,mentions,0.378,2023-03-11
102968,101461,follows,0.22,2023-07-04
107116,109651,replies,0.144,2023-04-21
106288,101259,replies,0.225,2023-09-01
109640,108818,replies,0.567,2023-09-09
102002,102773,follows,0.306,2023-10-15
104958,100865,mentions,0.623,2023-06-19
104858,101603,replies,0.399,2023-12-23
106030,105111,follows,0.611,2023-12-28
101733,103392,follows,0.673,2023-11-23
109798,106762,follows,0.734,2023-02-24
107290,106450,retweets,0.633,2023-01-20
100905,102837,follows,0.305,2023-12-26
105237,107088,replies,0.798,2023-05-06
102585,107888,follows,0.272,2023-11-05
103993,103677,follows,0.604,2023-02-28
109642,108797,replies,0.583,2023-09-04
109714,109618,follows,0.852,2023-10-29
108986,106225,follows,0.733,2023-01-29
107156,109042,retweets,0.463,2023-08-20
104448,100953,replies,0.902,2023-11-08
102984,101092,retweets,0.521,2023-06-05
109482,109524,retweets,0.638,2023-12-06
104408,100408,follows,0.458,2023-12-17
101361,104699,follows,0.272,2023-02-24
101717,103525,follows,0.691,2023-11-26
109737,108868,retweets,0.404,2023-02-08
102952,101333,replies,0.327,2023-08-08
108450,105981,retweets,0.775,2023-08-21
104136,101657,mentions,0.046,2023-07-06
103732,108608,retweets,0.297,2023-08-08
100631,101329,mentions,0.629,2023-09-21
109789,109587,mentions,0.752,2023-09-08
103219,102185,follows,0.351,2023-01-24
103129,100651,follows,0.146,2023-04-15
107517,101258,follows,0.722,2023-12-18
107094,105232,follows,0.529,2023-10-02
104677,101670,follows,0.655,2023-06-04
105047,108351,follows,0.506,2023-01-17
104350,102017,replies,0.754,2023-02-16
103245,104980,follows,0.457,2023-05-05
104264,104729,replies,0.146,2023-05-18
109893,109637,replies,0.728,2023-08-04
105728,109495,retweets,0.696,2023-09-19
104366,107652,follows,0.66,2023-11-23
101400,100870,replies,0.725,2023-09-18
101727,100570,follows,0.711,2023-12-20
103969,104197,replies,0.752,2023-11-05
103343,101504,follows,0.58,2023-10-21
102788,100615,replies,0.347,2023-04-27
107982,108468,retweets,0.598,2023-08-05
101614,103562,follows,0.444,2023-12-19
109096,105751,replies,0.862,2023-06-16
104088,100722,replies,0.712,2023-10-08
100306,101841,mentions,0.336,2023-06-08
105611,106468,retweets,0.179,2023-03-10
101131,103914,follows,0.538,2023-08-06
108330,102663,replies,0.089,2023-11-21
106605,107048,follows,0.615,2023-05-03
100109,105324,follows,0.637,2023-04-10
101166,101672,follows,0.507,2023-12-18
109863,106101,follows,0.338,2023-01-23
102980,106686,follows,0.129,2023-09-02
106952,108261,replies,0.637,2023-07-30
107695,107634,mentions,0.677,2023-06-02
104675,107657,replies,0.334,2023-04-10
103437,105937,retweets,0.386,2023-05-11
100770,103776,retweets,0.636,2023-12-22
109083,108007,retweets,0.663,2023-02-02
108830,108130,mentions,0.349,2023-11-16
104934,101950,replies,0.367,2023-12-25
101599,104449,follows,0.469,2023-08-24
108680,102124,mentions,0.357,2023-08-10
105188,109900,replies,0.199,2023-01-18
102107,107333,follows,0.67,2023-11-04
102147,104634,retweets,0.5,2023-08-31
104400,101061,follows,0.147,2023-12-23
101429,102630,mentions,0.793,2023-06-24
102135,101026,retweets,0.332,2023-07-10
105066,106872,replies,0.858,2023-09-10
102402,101696,follows,0.096,2023-04-12
109397,108375,retweets,0.616,2023-10-20
106493,105273,follows,0.742,2023-08-09
103793,101745,follows,0.872,2023-06-11
102792,104565,follows,0.468,2023-01-23
105951,106539,retweets,0.599,2023-06-29
109438,108874,retweets,0.346,2023-07-01
101652,102664,follows,0.489,2023-03-14
105141,107232,follows,0.173,2023-12-05
104084,101682,follows,0.747,2023-04-21
100535,103867,replies,0.403,2023-12-21
102876,102576,mentions,0.086,2023-11-16
104497,100552,follows,0.38,2023-12-02
101116,100233,follows,0.794,2023-11-02
105487,108050,follows,0.318,2023-08-07
103691,104575,follows,0.41,2023-10-15
108705,105824,follows,0.693,2023-06-17
107627,107406,follows,0.857,2023-08-17
102307,102391,replies,0.903,2023-08-12
106345,102618,replies,0.399,2023-09-02
108583,100216,mentions,0.694,2023-09-06
103329,104337,follows,0.356,2023-03-12
100630,109272,retweets,0.18,2023-09-02
107397,107527,retweets,0.909,2023-10-28
102453,103589,retweets,0.471,2023-07-06
106983,105980,follows,0.553,2023-04-09
104477,100918,mentions,0.578,2023-01-02
103402,106793,replies,0.692,2023-11-08
103729,101926,follows,0.257,2023-01-27
101307,100889,retweets,0.738,2023-02-26
109602,109754,replies,0.708,2023-07-06
100310,103807,replies,0.57,2023-04-25
103068,101509,follows,0.268,2023-09-14
108590,108632,mentions,0.835,2023-03-25
104592,104666,follows,0.51,2023-08-31
103056,100642,follows,0.409,2023-08-27
109846,105936,replies,0.656,2023-04-25
102603,103259,follows,0.57,2023-11-18
107701,102495,mentions,0.232,2023-01-04
104818,100379,mentions,0.612,2023-03-07
105224,108482,retweets,0.8,2023-07-08
102231,104620,replies,0.389,2023-12-12
104827,101961,replies,0.508,2023-06-08
102894,101122,replies,0.541,2023-11-12
100147,103514,retweets,0.324,2023-03-10
106241,106940,replies,0.254,2023-06-26
101475,107197,follows,0.763,2023-12-10
105810,100081,replies,0.071,2023-12-09
103516,104657,mentions,0.807,2023-05-16
103844,102310,follows,0.229,2023-12-03
100038,109242,follows,0.341,2023-10-27
100979,100182,mentions,0.904,2023-12-03
101956,101644,follows,0.542,2023-11-23
106716,106955,retweets,0.836,2023-08-29
105883,107334,retweets,0.948,2023-05-27
108796,108899,retweets,0.326,2023-10-04
107906,107445,follows,0.919,2023-11-09
103119,100787,follows,0.683,2023-12-18
102528,100776,follows,0.052,2023-06-23
108708,107302,mentions,0.619,2023-11-21
109420,106368,retweets,0.414,2023-07-17
109410,100058,follows,0.356,2023-03-26
109953,105221,follows,0.706,2024-01-01
106418,105306,follows,0.077,2023-05-24
104654,104976,follows,0.372,2023-02-13
101316,104297,retweets,0.651,2023-04-11
107143,102952,follows,0.969,2023-02-25
104450,103870,follows,0.51,2023-04-20
102090,102936,retweets,0.22,2023-02-04
102755,103437,replies,0.67,2023-10-05
103000,104293,replies,0.553,2023-12-18
100456,102861,follows,0.305,2023-10-10
101981,101159,retweets,0.361,2023-10-19
109875,108951,mentions,0.513,2023-08-15
100551,104769,retweets,0.595,2023-07-25
107558,103547,retweets,0.462,2023-05-17
106388,101281,retweets,0.487,2023-08-25
107719,108437,replies,0.398,2023-10-02
101593,106662,replies,0.462,2023-07-29
106681,108205,replies,0.755,2023-01-16
109118,108569,replies,0.347,2023-09-25
103234,104527,retweets,0.294,2023-09-11
101252,100517,mentions,0.352,2023-04-29
108278,107685,follows,0.7,2023-07-26
102589,109197,retweets,0.389,2023-04-12
104039,102996,mentions,0.613,2023-09-25
105208,108188,follows,0.814,2023-04-08
105549,100550,retweets,0.903,2023-08-15
101949,102098,follows,0.78,2023-10-19
100326,100562,follows,0.577,2023-10-18
101658,100035,retweets,0.476,2023-07-31
103631,108286,follows,0.693,2023-08-08
108221,105047,mentions,0.458,2023-10-13
109692,106864,mentions,0.779,2023-03-20
104486,104718,follows,0.773,2023-01-29
108803,105128,follows,0.36,2023-08-16
106659,107221,replies,0.931,2023-07-19
108844,108789,follows,0.765,2023-05-09
102921,101732,follows,0.093,2023-03-15
103036,103012,follows,0.391,2023-11-18
107866,103181,replies,0.952,2023-08-05
109744,105131,follows,0.272,2023-09-30
105200,105307,follows,0.918,2023-04-13
109488,109767,follows,0.778,2023-11-30
103437,102544,retweets,0.885,2023-01-15
102907,101148,follows,0.229,2023-05-13
108518,106447,retweets,0.547,2023-12-24
104918,100352,replies,0.297,2023-07-01
100337,101518,follows,0.8,2023-12-19
106432,108807,replies,0.942,2023-03-23
103550,103160,replies,0.167,2023-04-05
107028,108128,retweets,0.856,2023-02-04
101562,105796,replies,0.366,2023-11-23
108903,109191,retweets,0.891,2023-02-22
107590,109504,follows,0.689,2023-12-08
107040,107432,retweets,0.609,2023-08-30
104697,101010,follows,0.312,2023-07-19
101156,100528,replies,0.298,2023-04-22
100261,106429,replies,0.165,2023-04-21
104779,107904,replies,0.111,2023-08-15
109540,105173,follows,0.937,2023-10-31
105682,101032,follows,0.574,2023-06-09
105380,103979,replies,0.491,2023-05-10
103732,108160,follows,0.215,2023-02-05
102196,101032,mentions,0.628,2023-03-25
103647,104702,follows,0.793,2023-06-05
102252,100619,follows,0.826,2023-06-12
106027,106778,replies,0.262,2023-02-18
109920,109452,retweets,0.945,2023-07-22
103893,101181,follows,0.307,2023-06-10
109010,106245,retweets,0.905,2023-12-04
109018,109554,follows,0.414,2023-02-07
102194,100669,replies,0.258,2023-08-23
105514,103806,follows,0.948,2023-02-08
105369,109211,replies,0.457,2023-09-30
100318,109829,mentions,0.226,2023-05-15
108944,105763,mentions,0.294,2023-03-15
102035,100712,retweets,0.503,2023-11-01
108043,107814,follows,0.784,2023-03-19
101179,101819,follows,0.774,2023-02-11
102239,104538,follows,0.078,2023-01-07
107734,103462,replies,0.564,2023-12-07
103589,100148,mentions,0.46,2023-11-03
102275,102363,follows,0.347,2023-07-12
108455,101017,retweets,0.636,2023-01-29
100220,104656,replies,0.747,2023-02-25
101927,104282,retweets,0.39,2024-01-01
105931,101431,replies,0.189,2023-08-27
106823,105712,follows,0.836,2023-04-17
108740,109363,replies,0.933,2023-03-12
102432,100867,replies,0.81,2023-10-30
105437,106034,replies,0.818,2023-10-22
100091,100176,replies,0.634,2023-11-09
104615,104713,follows,0.744,2023-03-04
105908,107170,retweets,0.849,2023-04-07
105430,109317,retweets,0.762,2023-02-04
109285,106387,replies,0.39,2023-09-15
103290,103681,follows,0.512,2023-01-17
101275,102312,follows,0.788,2023-09-25
102459,107061,retweets,0.213,2023-11-30
108524,108768,mentions,0.444,2023-08-20
108512,105483,follows,0.73,2023-04-09
103166,102266,retweets,0.782,2023-01-21
100313,107230,mentions,0.358,2023-04-03
109906,107423,retweets,0.793,2023-08-10
107414,107619,mentions,0.949,2023-11-13
107769,108329,retweets,0.746,2023-09-21
100288,103029,replies,0.394,2023-07-27
105325,106940,mentions,0.754,2023-08-19
101436,106189,follows,0.564,2023-01-11
106825,106450,follows,0.899,2023-08-04
108098,107152,retweets,0.063,2023-12-13
104471,102187,follows,0.346,2023-05-23
101764,103675,follows,0.564,2023-08-26
100824,101573,follows,0.527,2023-11-27
103286,103798,follows,0.197,2023-06-13
108998,105965,follows,0.491,2023-07-20
104071,103734,mentions,0.776,2023-02-27
109259,105352,follows,0.522,2023-01-17
101441,103872,replies,0.199,2023-05-06
103704,102976,mentions,0.386,2023-07-16
106513,106718,mentions,0.914,2023-04-10
108549,109135,follows,0.429,2023-01-17
104121,102537,follows,0.329,2023-07-25
106522,107889,follows,0.874,2023-02-26
100005,104100,follows,0.309,2023-01-06
101263,101111,mentions,0.623,2023-03-23
109345,107997,retweets,0.909,2023-02-11
100209,101352,follows,0.327,2023-06-12
109207,108394,follows,0.482,2023-02-13
100264,103762,follows,0.739,2023-12-21
109498,106538,retweets,0.47,2023-07-14
109121,109749,follows,0.779,2023-08-28
106940,106872,retweets,0.3,2023-03-01
109189,109789,mentions,0.385,2023-11-15
104740,100531,follows,0.761,2023-04-13
107641,107465,follows,0.729,2023-02-19
103223,102911,retweets,0.48,2023-06-07
100982,103290,retweets,0.066,2023-02-21
107649,107889,retweets,0.674,2023-05-19
109916,108783,retweets,0.575,2023-04-08
104518,106956,replies,0.493,2023-10-10
109030,105890,mentions,0.908,2023-01-06
104516,106408,replies,0.528,2023-07-04
105994,107530,retweets,0.706,2023-11-29
106574,109527,retweets,0.648,2023-10-28
101602,101304,follows,0.635,2023-08-20
105000,103594,replies,0.498,2023-08-12
103121,105648,mentions,0.512,2023-01-29
104323,102351,follows,0.223,2023-11-17
105880,104879,follows,0.473,2023-02-01
108952,108737,follows,0.244,2023-02-24
102562,100239,follows,0.546,2023-03-20
105943,107365,retweets,0.512,2023-06-24
101968,104279,follows,0.194,2023-03-11
103142,103202,follows,0.631,2023-01-15
104742,100163,follows,0.384,2023-07-08
106182,101552,follows,0.644,2023-01-16
107195,103001,retweets,0.553,2023-05-21
106128,109719,retweets,0.359,2023-06-17
107430,103444,retweets,0.69,2023-08-08
102336,108917,follows,0.231,2023-06-08
109834,107757,retweets,0.509,2023-09-18
102698,103380,retweets,0.33,2023-07-22
100699,100462,follows,0.603,2023-05-06
107971,109868,follows,0.843,2023-02-20
101542,101204,retweets,0.243,2023-10-08
106394,105353,replies,0.448,2023-11-30
109036,108979,retweets,0.338,2023-06-15
106192,108376,follows,0.779,2023-05-29
105322,105433,retweets,0.399,2023-02-21
101702,103895,follows,0.775,2023-03-24
107688,102773,mentions,0.332,2023-05-22
104255,108460,replies,0.798,2023-09-24
103428,108668,replies,0.681,2023-03-15
102610,102967,retweets,0.873,2023-02-14
107574,108258,replies,0.983,2023-04-27
106935,107515,retweets,0.769,2023-04-17
106062,107472,follows,0.962,2023-12-09
102090,103003,replies,0.627,2023-10-22
103819,103104,mentions,0.255,2023-03-16
109426,106059,mentions,0.742,2023-01-01
109939,108612,retweets,0.739,2023-09-11
102540,103506,follows,0.519,2023-03-30
102853,103368,follows,0.456,2023-07-31
101305,101661,retweets,0.676,2023-08-26
104655,102706,retweets,0.247,2023-06-05
101189,103038,replies,0.753,2023-08-12
104414,100988,retweets,0.486,2023-06-29
108186,104627,retweets,0.686,2023-11-13
107128,104005,retweets,0.759,2023-05-14
107771,105834,replies,0.884,2023-07-30
107252,101781,replies,0.506,2023-07-01
108347,100913,retweets,0.462,2023-05-17
106558,107472,retweets,0.738,2023-10-28
104743,101524,follows,0.553,2023-03-13
101522,103368,follows,0.548,2023-02-25
102544,101078,follows,0.913,2023-03-28
104437,107347,follows,0.688,2023-10-31
104022,100620,follows,0.288,2023-11-16
107232,107873,follows,0.853,2023-09-09
108907,108723,replies,0.718,2023-01-24
103398,101146,follows,0.81,2023-11-19
107416,107204,retweets,0.641,2023-04-06
107470,100958,follows,0.58,2023-04-18
102218,100908,replies,0.612,2023-05-18
108502,105241,follows,0.871,2023-02-04
101994,103817,replies,0.58,2023-03-27
109184,109069,mentions,0.791,2023-07-29
109229,107171,mentions,0.719,2023-05-01
109853,101062,replies,0.509,2023-08-16
108239,105562,retweets,0.909,2023-09-04
103247,103040,replies,0.313,2023-03-26
105038,105267,mentions,0.518,2023-01-09
102331,102387,retweets,0.162,2023-08-03
101905,109473,retweets,0.405,2023-03-20
108366,106055,retweets,0.97,2023-09-13
106408,100621,follows,0.827,2023-04-02
101030,102236,replies,0.325,2023-07-19
105110,105361,follows,0.262,2023-07-21
104762,104797,retweets,0.164,2023-12-12
106087,100682,retweets,0.924,2023-10-18
107056,107206,follows,0.398,2023-08-08
101716,109835,retweets,0.734,2023-04-30
107609,108448,follows,0.653,2023-09-28
109638,108721,replies,0.402,2023-03-31
100577,100673,replies,0.435,2023-04-07
108295,106725,follows,0.19,2023-03-19
102337,101524,mentions,0.838,2023-12-03
104596,102683,follows,0.126,2023-04-29
